,Zipcode,Stats,EDUCATIONAL ATTAINMENT,Below poverty level,Percent below poverty level,Total
12781,62872,Estimate,High school graduate (includes equivalency),14.0,6.3,224.0
12782,62872,Estimate,Less than high school graduate,9.0,9.1,99.0
12783,62872,Estimate,Population 25 years and over,45.0,6.1,737.0
12784,62872,Estimate,"Some college, associate's degree",19.0,5.4,350.0
12785,62872,Margin of Error,Bachelor's degree or higher,5.0,9.8,37.0
12786,62872,Margin of Error,High school graduate (includes equivalency),13.0,5.8,65.0
12787,62872,Margin of Error,Less than high school graduate,10.0,10.4,42.0
12788,62872,Margin of Error,Population 25 years and over,24.0,3.2,149.0
12789,62872,Margin of Error,"Some college, associate's degree",19.0,5.5,113.0
12790,62874,Estimate,Bachelor's degree or higher,1.0,5.3,19.0
12791,62874,Estimate,High school graduate (includes equivalency),52.0,31.7,164.0
12792,62874,Estimate,Less than high school graduate,13.0,36.1,36.0
12793,62874,Estimate,Population 25 years and over,88.0,25.8,341.0
12794,62874,Estimate,"Some college, associate's degree",22.0,18.0,122.0
12795,62874,Margin of Error,Bachelor's degree or higher,3.0,12.3,14.0
12796,62874,Margin of Error,High school graduate (includes equivalency),31.0,14.7,53.0
12797,62874,Margin of Error,Less than high school graduate,10.0,26.0,18.0
12798,62874,Margin of Error,Population 25 years and over,53.0,12.5,91.0
12799,62874,Margin of Error,"Some college, associate's degree",25.0,17.9,46.0
12800,62875,Estimate,Bachelor's degree or higher,0.0,0.0,99.0
12801,62875,Estimate,High school graduate (includes equivalency),17.0,5.6,303.0
12802,62875,Estimate,Less than high school graduate,10.0,13.3,75.0
12803,62875,Estimate,Population 25 years and over,47.0,5.8,806.0
12804,62875,Estimate,"Some college, associate's degree",20.0,6.1,329.0
12805,62875,Margin of Error,Bachelor's degree or higher,12.0,27.4,33.0
12806,62875,Margin of Error,High school graduate (includes equivalency),12.0,4.1,62.0
12807,62875,Margin of Error,Less than high school graduate,11.0,13.7,32.0
12808,62875,Margin of Error,Population 25 years and over,22.0,2.7,103.0
12809,62875,Margin of Error,"Some college, associate's degree",15.0,4.6,81.0
12810,62876,Estimate,Bachelor's degree or higher,0.0,0.0,11.0
12811,62876,Estimate,High school graduate (includes equivalency),6.0,11.3,53.0
12812,62876,Estimate,Less than high school graduate,2.0,20.0,10.0
12813,62876,Estimate,Population 25 years and over,10.0,8.5,118.0
12814,62876,Estimate,"Some college, associate's degree",2.0,4.5,44.0
12815,62876,Margin of Error,Bachelor's degree or higher,12.0,89.4,8.0
12816,62876,Margin of Error,High school graduate (includes equivalency),9.0,15.9,19.0
12817,62876,Margin of Error,Less than high school graduate,4.0,34.2,8.0
12818,62876,Margin of Error,Population 25 years and over,11.0,9.1,27.0
12819,62876,Margin of Error,"Some college, associate's degree",4.0,8.5,19.0
12820,62877,Estimate,Bachelor's degree or higher,0.0,0.0,54.0
12821,62877,Estimate,High school graduate (includes equivalency),31.0,21.4,145.0
12822,62877,Estimate,Less than high school graduate,11.0,27.5,40.0
12823,62877,Estimate,Population 25 years and over,54.0,15.7,344.0
12824,62877,Estimate,"Some college, associate's degree",12.0,11.4,105.0
12825,62877,Margin of Error,Bachelor's degree or higher,12.0,40.4,19.0
12826,62877,Margin of Error,High school graduate (includes equivalency),25.0,14.7,41.0
12827,62877,Margin of Error,Less than high school graduate,11.0,25.8,21.0
12828,62877,Margin of Error,Population 25 years and over,31.0,8.3,67.0
12829,62877,Margin of Error,"Some college, associate's degree",12.0,10.3,33.0
12830,62878,Estimate,Bachelor's degree or higher,0.0,0.0,26.0
12831,62878,Estimate,High school graduate (includes equivalency),13.0,9.4,139.0
12832,62878,Estimate,Less than high school graduate,11.0,61.1,18.0
12833,62878,Estimate,Population 25 years and over,24.0,8.9,271.0
12834,62878,Estimate,"Some college, associate's degree",0.0,0.0,88.0
12835,62878,Margin of Error,Bachelor's degree or higher,12.0,58.2,35.0
12836,62878,Margin of Error,High school graduate (includes equivalency),20.0,14.1,77.0
12837,62878,Margin of Error,Less than high school graduate,18.0,52.8,20.0
12838,62878,Margin of Error,Population 25 years and over,27.0,9.8,97.0
12839,62878,Margin of Error,"Some college, associate's degree",12.0,29.9,48.0
12840,62879,Estimate,Bachelor's degree or higher,0.0,,0.0
12841,62879,Estimate,High school graduate (includes equivalency),10.0,14.9,67.0
12842,62879,Estimate,Less than high school graduate,2.0,25.0,8.0
12843,62879,Estimate,Population 25 years and over,16.0,18.2,88.0
12844,62879,Estimate,"Some college, associate's degree",4.0,30.8,13.0
12845,62879,Margin of Error,Bachelor's degree or higher,12.0,,12.0
12846,62879,Margin of Error,High school graduate (includes equivalency),11.0,16.6,40.0
12847,62879,Margin of Error,Less than high school graduate,3.0,37.0,8.0
12848,62879,Margin of Error,Population 25 years and over,14.0,15.1,43.0
12849,62879,Margin of Error,"Some college, associate's degree",6.0,36.5,10.0
12850,62880,Estimate,Bachelor's degree or higher,4.0,3.0,135.0
12851,62880,Estimate,High school graduate (includes equivalency),9.0,5.5,164.0
12852,62880,Estimate,Less than high school graduate,0.0,0.0,37.0
12853,62880,Estimate,Population 25 years and over,34.0,7.0,484.0
12854,62880,Estimate,"Some college, associate's degree",21.0,14.2,148.0
12855,62880,Margin of Error,Bachelor's degree or higher,7.0,6.5,98.0
12856,62880,Margin of Error,High school graduate (includes equivalency),7.0,4.5,56.0
12857,62880,Margin of Error,Less than high school graduate,12.0,48.8,28.0
12858,62880,Margin of Error,Population 25 years and over,17.0,3.6,118.0
12859,62880,Margin of Error,"Some college, associate's degree",16.0,11.0,50.0
12860,62881,Estimate,Bachelor's degree or higher,98.0,7.4,1323.0
12861,62881,Estimate,High school graduate (includes equivalency),323.0,12.5,2576.0
12862,62881,Estimate,Less than high school graduate,229.0,39.6,579.0
12863,62881,Estimate,Population 25 years and over,903.0,12.1,7444.0
12864,62881,Estimate,"Some college, associate's degree",253.0,8.5,2966.0
12865,62881,Margin of Error,Bachelor's degree or higher,62.0,4.7,209.0
12866,62881,Margin of Error,High school graduate (includes equivalency),121.0,4.2,289.0
12867,62881,Margin of Error,Less than high school graduate,74.0,9.5,128.0
12868,62881,Margin of Error,Population 25 years and over,200.0,2.7,291.0
12869,62881,Margin of Error,"Some college, associate's degree",124.0,4.1,280.0
12870,62882,Estimate,Bachelor's degree or higher,9.0,5.1,177.0
12871,62882,Estimate,High school graduate (includes equivalency),94.0,18.7,504.0
12872,62882,Estimate,Less than high school graduate,60.0,22.3,269.0
12873,62882,Estimate,Population 25 years and over,289.0,18.8,1541.0
12874,62882,Estimate,"Some college, associate's degree",126.0,21.3,591.0
12875,62882,Margin of Error,Bachelor's degree or higher,11.0,6.3,53.0
12876,62882,Margin of Error,High school graduate (includes equivalency),47.0,9.1,104.0
12877,62882,Margin of Error,Less than high school graduate,41.0,9.3,151.0
12878,62882,Margin of Error,Population 25 years and over,90.0,5.0,248.0
12879,62882,Margin of Error,"Some college, associate's degree",51.0,8.1,102.0
12880,62883,Estimate,Bachelor's degree or higher,0.0,0.0,70.0
12881,62883,Estimate,High school graduate (includes equivalency),9.0,8.3,109.0
12882,62883,Estimate,Less than high school graduate,6.0,26.1,23.0
12883,62883,Estimate,Population 25 years and over,34.0,7.6,448.0
12884,62883,Estimate,"Some college, associate's degree",19.0,7.7,246.0
12885,62883,Margin of Error,Bachelor's degree or higher,12.0,35.1,33.0
12886,62883,Margin of Error,High school graduate (includes equivalency),12.0,10.9,44.0
12887,62883,Margin of Error,Less than high school graduate,8.0,51.3,26.0
12888,62883,Margin of Error,Population 25 years and over,27.0,6.2,112.0
12889,62883,Margin of Error,"Some college, associate's degree",21.0,9.3,109.0
12890,62884,Estimate,Bachelor's degree or higher,21.0,5.9,356.0
12891,62884,Estimate,High school graduate (includes equivalency),63.0,10.6,594.0
12892,62884,Estimate,Less than high school graduate,7.0,5.0,139.0
12893,62884,Estimate,Population 25 years and over,134.0,7.0,1911.0
12894,62884,Estimate,"Some college, associate's degree",43.0,5.2,822.0
12895,62884,Margin of Error,Bachelor's degree or higher,22.0,6.1,79.0
12896,62884,Margin of Error,High school graduate (includes equivalency),40.0,6.6,110.0
12897,62884,Margin of Error,Less than high school graduate,11.0,7.8,59.0
12898,62884,Margin of Error,Population 25 years and over,76.0,3.9,128.0
12899,62884,Margin of Error,"Some college, associate's degree",46.0,5.5,118.0
12900,62885,Estimate,Bachelor's degree or higher,0.0,0.0,41.0
12901,62885,Estimate,High school graduate (includes equivalency),23.0,18.9,122.0
12902,62885,Estimate,Less than high school graduate,33.0,55.9,59.0
12903,62885,Estimate,Population 25 years and over,67.0,20.6,326.0
12904,62885,Estimate,"Some college, associate's degree",11.0,10.6,104.0
12905,62885,Margin of Error,Bachelor's degree or higher,12.0,46.3,28.0
12906,62885,Margin of Error,High school graduate (includes equivalency),19.0,14.7,57.0
12907,62885,Margin of Error,Less than high school graduate,28.0,35.2,33.0
12908,62885,Margin of Error,Population 25 years and over,43.0,13.2,101.0
12909,62885,Margin of Error,"Some college, associate's degree",14.0,13.5,64.0
12910,62886,Estimate,Bachelor's degree or higher,0.0,0.0,17.0
12911,62886,Estimate,High school graduate (includes equivalency),11.0,9.2,119.0
12912,62886,Estimate,Less than high school graduate,10.0,37.0,27.0
12913,62886,Estimate,Population 25 years and over,21.0,8.3,253.0
12914,62886,Estimate,"Some college, associate's degree",0.0,0.0,90.0
12915,62886,Margin of Error,Bachelor's degree or higher,12.0,71.9,15.0
12916,62886,Margin of Error,High school graduate (includes equivalency),9.0,8.5,64.0
12917,62886,Margin of Error,Less than high school graduate,11.0,35.9,20.0
12918,62886,Margin of Error,Population 25 years and over,16.0,6.7,86.0
12919,62886,Margin of Error,"Some college, associate's degree",12.0,29.4,32.0
12920,62887,Estimate,Bachelor's degree or higher,0.0,0.0,41.0
12921,62887,Estimate,High school graduate (includes equivalency),6.0,6.1,98.0
12922,62887,Estimate,Less than high school graduate,12.0,63.2,19.0
12923,62887,Estimate,Population 25 years and over,37.0,17.1,217.0
12924,62887,Estimate,"Some college, associate's degree",19.0,32.2,59.0
12925,62887,Margin of Error,Bachelor's degree or higher,12.0,46.3,53.0
12926,62887,Margin of Error,High school graduate (includes equivalency),9.0,12.0,71.0
12927,62887,Margin of Error,Less than high school graduate,21.0,55.7,22.0
12928,62887,Margin of Error,Population 25 years and over,48.0,21.9,113.0
12929,62887,Margin of Error,"Some college, associate's degree",27.0,39.2,45.0
12930,62888,Estimate,Bachelor's degree or higher,9.0,5.5,163.0
12931,62888,Estimate,High school graduate (includes equivalency),34.0,5.5,613.0
12932,62888,Estimate,Less than high school graduate,34.0,20.0,170.0
12933,62888,Estimate,Population 25 years and over,98.0,6.3,1549.0
12934,62888,Estimate,"Some college, associate's degree",21.0,3.5,603.0
12935,62888,Margin of Error,Bachelor's degree or higher,14.0,8.5,48.0
12936,62888,Margin of Error,High school graduate (includes equivalency),19.0,3.2,143.0
12937,62888,Margin of Error,Less than high school graduate,22.0,12.0,57.0
12938,62888,Margin of Error,Population 25 years and over,37.0,2.4,198.0
12939,62888,Margin of Error,"Some college, associate's degree",14.0,2.3,127.0
12940,62889,Estimate,Bachelor's degree or higher,0.0,0.0,160.0
12941,62889,Estimate,High school graduate (includes equivalency),12.0,7.0,172.0
12942,62889,Estimate,Less than high school graduate,1.0,3.3,30.0
12943,62889,Estimate,Population 25 years and over,15.0,2.3,657.0
12944,62889,Estimate,"Some college, associate's degree",2.0,0.7,295.0
12945,62889,Margin of Error,Bachelor's degree or higher,12.0,18.3,63.0
12946,62889,Margin of Error,High school graduate (includes equivalency),17.0,10.8,61.0
12947,62889,Margin of Error,Less than high school graduate,2.0,6.6,17.0
12948,62889,Margin of Error,Population 25 years and over,16.0,2.5,122.0
12949,62889,Margin of Error,"Some college, associate's degree",3.0,1.1,122.0
12950,62890,Estimate,Bachelor's degree or higher,40.0,20.0,200.0
12951,62890,Estimate,High school graduate (includes equivalency),90.0,14.0,642.0
12952,62890,Estimate,Less than high school graduate,72.0,35.5,203.0
12953,62890,Estimate,Population 25 years and over,245.0,14.5,1686.0
12954,62890,Estimate,"Some college, associate's degree",43.0,6.7,641.0
12955,62890,Margin of Error,Bachelor's degree or higher,28.0,13.1,60.0
12956,62890,Margin of Error,High school graduate (includes equivalency),37.0,6.9,152.0
12957,62890,Margin of Error,Less than high school graduate,58.0,20.5,86.0
12958,62890,Margin of Error,Population 25 years and over,90.0,5.9,230.0
12959,62890,Margin of Error,"Some college, associate's degree",27.0,4.4,119.0
12960,62891,Estimate,Bachelor's degree or higher,0.0,0.0,57.0
12961,62891,Estimate,High school graduate (includes equivalency),32.0,17.9,179.0
12962,62891,Estimate,Less than high school graduate,7.0,11.3,62.0
12963,62891,Estimate,Population 25 years and over,59.0,12.0,491.0
12964,62891,Estimate,"Some college, associate's degree",20.0,10.4,193.0
12965,62891,Margin of Error,Bachelor's degree or higher,12.0,39.3,35.0
12966,62891,Margin of Error,High school graduate (includes equivalency),35.0,17.6,69.0
12967,62891,Margin of Error,Less than high school graduate,6.0,13.1,42.0
12968,62891,Margin of Error,Population 25 years and over,37.0,7.2,114.0
12969,62891,Margin of Error,"Some college, associate's degree",14.0,7.1,48.0
12970,62892,Estimate,Bachelor's degree or higher,0.0,0.0,16.0
12971,62892,Estimate,High school graduate (includes equivalency),6.0,7.1,85.0
12972,62892,Estimate,Less than high school graduate,17.0,45.9,37.0
12973,62892,Estimate,Population 25 years and over,27.0,12.7,212.0
12974,62892,Estimate,"Some college, associate's degree",4.0,5.4,74.0
12975,62892,Margin of Error,Bachelor's degree or higher,12.0,74.1,11.0
12976,62892,Margin of Error,High school graduate (includes equivalency),8.0,10.1,36.0
12977,62892,Margin of Error,Less than high school graduate,13.0,30.1,20.0
12978,62892,Margin of Error,Population 25 years and over,15.0,7.1,59.0
12979,62892,Margin of Error,"Some college, associate's degree",6.0,7.0,26.0
12980,62893,Estimate,Bachelor's degree or higher,0.0,0.0,63.0
12981,62893,Estimate,High school graduate (includes equivalency),9.0,3.5,254.0
12982,62893,Estimate,Less than high school graduate,10.0,22.7,44.0
12983,62893,Estimate,Population 25 years and over,51.0,8.5,603.0
12984,62893,Estimate,"Some college, associate's degree",32.0,13.2,242.0
12985,62893,Margin of Error,Bachelor's degree or higher,12.0,37.3,40.0
12986,62893,Margin of Error,High school graduate (includes equivalency),14.0,5.6,84.0
12987,62893,Margin of Error,Less than high school graduate,12.0,23.3,24.0
12988,62893,Margin of Error,Population 25 years and over,41.0,6.6,104.0
12989,62893,Margin of Error,"Some college, associate's degree",29.0,11.8,57.0
12990,62894,Estimate,Bachelor's degree or higher,1.0,1.0,98.0
12991,62894,Estimate,High school graduate (includes equivalency),11.0,5.2,210.0
12992,62894,Estimate,Less than high school graduate,16.0,32.0,50.0
12993,62894,Estimate,Population 25 years and over,46.0,6.1,754.0
12994,62894,Estimate,"Some college, associate's degree",18.0,4.5,396.0
12995,62894,Margin of Error,Bachelor's degree or higher,3.0,2.7,38.0
12996,62894,Margin of Error,High school graduate (includes equivalency),8.0,3.8,48.0
12997,62894,Margin of Error,Less than high school graduate,12.0,21.6,19.0
12998,62894,Margin of Error,Population 25 years and over,21.0,2.8,91.0
12999,62894,Margin of Error,"Some college, associate's degree",12.0,2.9,79.0
13000,62895,Estimate,Bachelor's degree or higher,0.0,0.0,116.0
13001,62895,Estimate,High school graduate (includes equivalency),28.0,5.7,494.0
13002,62895,Estimate,Less than high school graduate,23.0,17.4,132.0
13003,62895,Estimate,Population 25 years and over,109.0,8.8,1237.0
13004,62895,Estimate,"Some college, associate's degree",58.0,11.7,495.0
13005,62895,Margin of Error,Bachelor's degree or higher,12.0,24.1,44.0
13006,62895,Margin of Error,High school graduate (includes equivalency),21.0,4.5,104.0
13007,62895,Margin of Error,Less than high school graduate,24.0,17.3,46.0
13008,62895,Margin of Error,Population 25 years and over,62.0,4.7,172.0
13009,62895,Margin of Error,"Some college, associate's degree",53.0,9.4,117.0
13010,62896,Estimate,Bachelor's degree or higher,47.0,4.9,959.0
13011,62896,Estimate,High school graduate (includes equivalency),763.0,25.1,3042.0
13012,62896,Estimate,Less than high school graduate,415.0,42.0,988.0
13013,62896,Estimate,Population 25 years and over,1713.0,20.7,8289.0
13014,62896,Estimate,"Some college, associate's degree",488.0,14.8,3300.0
13015,62896,Margin of Error,Bachelor's degree or higher,39.0,4.1,224.0
13016,62896,Margin of Error,High school graduate (includes equivalency),211.0,6.3,322.0
13017,62896,Margin of Error,Less than high school graduate,146.0,12.3,219.0
13018,62896,Margin of Error,Population 25 years and over,332.0,4.0,375.0
13019,62896,Margin of Error,"Some college, associate's degree",156.0,4.3,346.0
13020,62897,Estimate,Bachelor's degree or higher,0.0,0.0,43.0
13021,62897,Estimate,High school graduate (includes equivalency),40.0,58.0,69.0
13022,62897,Estimate,Less than high school graduate,10.0,22.7,44.0
13023,62897,Estimate,Population 25 years and over,78.0,25.8,302.0
13024,62897,Estimate,"Some college, associate's degree",28.0,19.2,146.0
13025,62897,Margin of Error,Bachelor's degree or higher,12.0,45.2,25.0
13026,62897,Margin of Error,High school graduate (includes equivalency),38.0,33.3,41.0
13027,62897,Margin of Error,Less than high school graduate,17.0,33.8,31.0
13028,62897,Margin of Error,Population 25 years and over,67.0,17.4,94.0
13029,62897,Margin of Error,"Some college, associate's degree",19.0,11.4,54.0
13030,62898,Estimate,Bachelor's degree or higher,7.0,2.0,343.0
13031,62898,Estimate,High school graduate (includes equivalency),35.0,9.0,390.0
13032,62898,Estimate,Less than high school graduate,3.0,6.8,44.0
13033,62898,Estimate,Population 25 years and over,108.0,8.0,1357.0
13034,62898,Estimate,"Some college, associate's degree",63.0,10.9,580.0
13035,62898,Margin of Error,Bachelor's degree or higher,7.0,2.2,89.0
13036,62898,Margin of Error,High school graduate (includes equivalency),23.0,5.2,88.0
13037,62898,Margin of Error,Less than high school graduate,5.0,9.1,18.0
13038,62898,Margin of Error,Population 25 years and over,48.0,3.3,162.0
13039,62898,Margin of Error,"Some college, associate's degree",41.0,6.6,98.0
13040,62899,Estimate,Bachelor's degree or higher,27.0,22.1,122.0
13041,62899,Estimate,High school graduate (includes equivalency),31.0,9.8,316.0
13042,62899,Estimate,Less than high school graduate,107.0,49.1,218.0
13043,62899,Estimate,Population 25 years and over,216.0,21.4,1008.0
13044,62899,Estimate,"Some college, associate's degree",51.0,14.5,352.0
13045,62899,Margin of Error,Bachelor's degree or higher,30.0,22.1,50.0
13046,62899,Margin of Error,High school graduate (includes equivalency),27.0,8.2,91.0
13047,62899,Margin of Error,Less than high school graduate,99.0,29.9,117.0
13048,62899,Margin of Error,Population 25 years and over,102.0,9.6,183.0
13049,62899,Margin of Error,"Some college, associate's degree",57.0,14.7,103.0
13050,62901,Estimate,Bachelor's degree or higher,856.0,13.1,6538.0
13051,62901,Estimate,High school graduate (includes equivalency),717.0,36.4,1969.0
13052,62901,Estimate,Less than high school graduate,348.0,48.9,711.0
13053,62901,Estimate,Population 25 years and over,3028.0,22.6,13396.0
13054,62901,Estimate,"Some college, associate's degree",1107.0,26.5,4178.0
13055,62901,Margin of Error,Bachelor's degree or higher,204.0,3.0,466.0
13056,62901,Margin of Error,High school graduate (includes equivalency),198.0,8.4,315.0
13057,62901,Margin of Error,Less than high school graduate,141.0,13.5,184.0
13058,62901,Margin of Error,Population 25 years and over,380.0,2.6,523.0
13059,62901,Margin of Error,"Some college, associate's degree",202.0,4.4,456.0
13060,62902,Estimate,Bachelor's degree or higher,65.0,5.2,1248.0
13061,62902,Estimate,High school graduate (includes equivalency),64.0,12.9,498.0
13062,62902,Estimate,Less than high school graduate,72.0,29.3,246.0
13063,62902,Estimate,Population 25 years and over,353.0,11.7,3010.0
13064,62902,Estimate,"Some college, associate's degree",152.0,14.9,1018.0
13065,62902,Margin of Error,Bachelor's degree or higher,41.0,3.3,201.0
13066,62902,Margin of Error,High school graduate (includes equivalency),46.0,9.6,148.0
13067,62902,Margin of Error,Less than high school graduate,90.0,33.4,128.0
13068,62902,Margin of Error,Population 25 years and over,126.0,4.2,313.0
13069,62902,Margin of Error,"Some college, associate's degree",75.0,7.5,194.0
13070,62903,Estimate,Bachelor's degree or higher,67.0,8.7,769.0
13071,62903,Estimate,High school graduate (includes equivalency),54.0,28.6,189.0
13072,62903,Estimate,Less than high school graduate,28.0,21.2,132.0
13073,62903,Estimate,Population 25 years and over,191.0,12.8,1488.0
13074,62903,Estimate,"Some college, associate's degree",42.0,10.6,398.0
13075,62903,Margin of Error,Bachelor's degree or higher,52.0,6.1,160.0
13076,62903,Margin of Error,High school graduate (includes equivalency),69.0,27.1,112.0
13077,62903,Margin of Error,Less than high school graduate,27.0,25.6,94.0
13078,62903,Margin of Error,Population 25 years and over,99.0,5.6,252.0
13079,62903,Margin of Error,"Some college, associate's degree",35.0,7.5,134.0
13080,62905,Estimate,Bachelor's degree or higher,5.0,3.6,138.0
13081,62905,Estimate,High school graduate (includes equivalency),24.0,16.7,144.0
13082,62905,Estimate,Less than high school graduate,2.0,3.8,52.0
13083,62905,Estimate,Population 25 years and over,48.0,9.9,487.0
13084,62905,Estimate,"Some college, associate's degree",17.0,11.1,153.0
13085,62905,Margin of Error,Bachelor's degree or higher,9.0,6.9,51.0
13086,62905,Margin of Error,High school graduate (includes equivalency),37.0,21.9,61.0
13087,62905,Margin of Error,Less than high school graduate,4.0,7.2,34.0
13088,62905,Margin of Error,Population 25 years and over,41.0,8.0,138.0
13089,62905,Margin of Error,"Some college, associate's degree",16.0,9.5,77.0
13090,62906,Estimate,Bachelor's degree or higher,70.0,6.3,1117.0
13091,62906,Estimate,High school graduate (includes equivalency),310.0,18.4,1687.0
13092,62906,Estimate,Less than high school graduate,145.0,25.6,566.0
13093,62906,Estimate,Population 25 years and over,894.0,18.3,4885.0
13094,62906,Estimate,"Some college, associate's degree",369.0,24.4,1515.0
13095,62906,Margin of Error,Bachelor's degree or higher,56.0,5.2,281.0
13096,62906,Margin of Error,High school graduate (includes equivalency),137.0,7.1,268.0
13097,62906,Margin of Error,Less than high school graduate,115.0,17.1,191.0
13098,62906,Margin of Error,Population 25 years and over,280.0,5.9,319.0
13099,62906,Margin of Error,"Some college, associate's degree",176.0,10.8,291.0
13100,62907,Estimate,Bachelor's degree or higher,26.0,12.0,216.0
13101,62907,Estimate,High school graduate (includes equivalency),79.0,16.3,486.0
13102,62907,Estimate,Less than high school graduate,11.0,11.6,95.0
13103,62907,Estimate,Population 25 years and over,135.0,11.6,1165.0
13104,62907,Estimate,"Some college, associate's degree",19.0,5.2,368.0
13105,62907,Margin of Error,Bachelor's degree or higher,26.0,12.2,75.0
13106,62907,Margin of Error,High school graduate (includes equivalency),42.0,8.3,93.0
13107,62907,Margin of Error,Less than high school graduate,11.0,11.4,45.0
13108,62907,Margin of Error,Population 25 years and over,54.0,4.6,167.0
13109,62907,Margin of Error,"Some college, associate's degree",16.0,4.5,99.0
13110,62908,Estimate,Bachelor's degree or higher,0.0,0.0,99.0
13111,62908,Estimate,High school graduate (includes equivalency),18.0,16.7,108.0
13112,62908,Estimate,Less than high school graduate,9.0,36.0,25.0
13113,62908,Estimate,Population 25 years and over,39.0,9.2,424.0
13114,62908,Estimate,"Some college, associate's degree",12.0,6.3,192.0
13115,62908,Margin of Error,Bachelor's degree or higher,12.0,27.4,54.0
13116,62908,Margin of Error,High school graduate (includes equivalency),19.0,16.0,52.0
13117,62908,Margin of Error,Less than high school graduate,7.0,26.3,15.0
13118,62908,Margin of Error,Population 25 years and over,22.0,5.5,112.0
13119,62908,Margin of Error,"Some college, associate's degree",12.0,6.6,66.0
13120,62910,Estimate,Bachelor's degree or higher,0.0,0.0,149.0
13121,62910,Estimate,High school graduate (includes equivalency),104.0,14.3,729.0
13122,62910,Estimate,Less than high school graduate,68.0,34.3,198.0
13123,62910,Estimate,Population 25 years and over,257.0,15.4,1665.0
13124,62910,Estimate,"Some college, associate's degree",85.0,14.4,589.0
13125,62910,Margin of Error,Bachelor's degree or higher,12.0,19.5,70.0
13126,62910,Margin of Error,High school graduate (includes equivalency),61.0,8.3,159.0
13127,62910,Margin of Error,Less than high school graduate,62.0,22.0,93.0
13128,62910,Margin of Error,Population 25 years and over,113.0,6.3,221.0
13129,62910,Margin of Error,"Some college, associate's degree",51.0,8.3,128.0
13130,62912,Estimate,Bachelor's degree or higher,4.0,2.9,139.0
13131,62912,Estimate,High school graduate (includes equivalency),63.0,14.8,425.0
13132,62912,Estimate,Less than high school graduate,3.0,5.7,53.0
13133,62912,Estimate,Population 25 years and over,140.0,15.0,936.0
13134,62912,Estimate,"Some college, associate's degree",70.0,21.9,319.0
13135,62912,Margin of Error,Bachelor's degree or higher,6.0,4.5,34.0
13136,62912,Margin of Error,High school graduate (includes equivalency),37.0,7.4,130.0
13137,62912,Margin of Error,Less than high school graduate,5.0,9.2,24.0
13138,62912,Margin of Error,Population 25 years and over,73.0,6.8,172.0
13139,62912,Margin of Error,"Some college, associate's degree",56.0,14.6,87.0
13140,62914,Estimate,Bachelor's degree or higher,34.0,16.6,205.0
13141,62914,Estimate,High school graduate (includes equivalency),83.0,16.3,509.0
13142,62914,Estimate,Less than high school graduate,75.0,43.6,172.0
13143,62914,Estimate,Population 25 years and over,317.0,22.2,1430.0
13144,62914,Estimate,"Some college, associate's degree",125.0,23.0,544.0
13145,62914,Margin of Error,Bachelor's degree or higher,34.0,15.5,77.0
13146,62914,Margin of Error,High school graduate (includes equivalency),50.0,9.6,124.0
13147,62914,Margin of Error,Less than high school graduate,64.0,22.5,102.0
13148,62914,Margin of Error,Population 25 years and over,105.0,6.6,172.0
13149,62914,Margin of Error,"Some college, associate's degree",54.0,9.4,127.0
13150,62915,Estimate,Bachelor's degree or higher,14.0,32.6,43.0
13151,62915,Estimate,High school graduate (includes equivalency),0.0,0.0,107.0
13152,62915,Estimate,Less than high school graduate,0.0,0.0,36.0
13153,62915,Estimate,Population 25 years and over,14.0,5.5,256.0
13154,62915,Estimate,"Some college, associate's degree",0.0,0.0,70.0
13155,62915,Margin of Error,Bachelor's degree or higher,20.0,41.1,36.0
13156,62915,Margin of Error,High school graduate (includes equivalency),12.0,25.7,54.0
13157,62915,Margin of Error,Less than high school graduate,12.0,49.4,53.0
13158,62915,Margin of Error,Population 25 years and over,20.0,7.7,102.0
13159,62915,Margin of Error,"Some college, associate's degree",12.0,35.1,52.0
13160,62916,Estimate,Bachelor's degree or higher,9.0,11.3,80.0
13161,62916,Estimate,High school graduate (includes equivalency),3.0,1.5,196.0
13162,62916,Estimate,Less than high school graduate,1.0,1.1,88.0
13163,62916,Estimate,Population 25 years and over,24.0,4.9,492.0
13164,62916,Estimate,"Some college, associate's degree",11.0,8.6,128.0
13165,62916,Margin of Error,Bachelor's degree or higher,12.0,12.9,37.0
13166,62916,Margin of Error,High school graduate (includes equivalency),3.0,1.7,65.0
13167,62916,Margin of Error,Less than high school graduate,2.0,2.2,39.0
13168,62916,Margin of Error,Population 25 years and over,15.0,3.0,111.0
13169,62916,Margin of Error,"Some college, associate's degree",8.0,6.4,42.0
13170,62917,Estimate,Bachelor's degree or higher,12.0,6.1,197.0
13171,62917,Estimate,High school graduate (includes equivalency),84.0,14.5,579.0
13172,62917,Estimate,Less than high school graduate,40.0,20.2,198.0
13173,62917,Estimate,Population 25 years and over,214.0,13.4,1600.0
13174,62917,Estimate,"Some college, associate's degree",78.0,12.5,626.0
13175,62917,Margin of Error,Bachelor's degree or higher,16.0,8.0,86.0
13176,62917,Margin of Error,High school graduate (includes equivalency),59.0,9.1,125.0
13177,62917,Margin of Error,Less than high school graduate,30.0,15.4,79.0
13178,62917,Margin of Error,Population 25 years and over,96.0,6.0,186.0
13179,62917,Margin of Error,"Some college, associate's degree",46.0,7.2,139.0
13180,62918,Estimate,Bachelor's degree or higher,79.0,3.2,2477.0
