,Zipcode,Stats,SEX,Below poverty level,Percent below poverty level,Total
519,60190,Margin of Error,Male,80.0,1.4,327.0
520,60191,Estimate,Female,583.0,8.6,6766.0
521,60191,Estimate,Male,338.0,4.7,7151.0
522,60191,Margin of Error,Female,243.0,3.5,352.0
523,60191,Margin of Error,Male,128.0,1.8,363.0
524,60192,Estimate,Female,189.0,2.5,7581.0
525,60192,Estimate,Male,108.0,1.3,8037.0
526,60192,Margin of Error,Female,104.0,1.4,387.0
527,60192,Margin of Error,Male,58.0,0.7,503.0
528,60193,Estimate,Female,1179.0,6.0,19619.0
529,60193,Estimate,Male,690.0,3.6,19069.0
530,60193,Margin of Error,Female,329.0,1.6,912.0
531,60193,Margin of Error,Male,244.0,1.3,945.0
532,60194,Estimate,Female,694.0,7.1,9817.0
533,60194,Estimate,Male,682.0,7.4,9259.0
534,60194,Margin of Error,Female,226.0,2.3,792.0
535,60194,Margin of Error,Male,293.0,3.1,630.0
536,60195,Estimate,Female,160.0,6.1,2628.0
537,60195,Estimate,Male,101.0,4.9,2061.0
538,60195,Margin of Error,Female,109.0,4.2,449.0
539,60195,Margin of Error,Male,62.0,3.1,325.0
540,60201,Estimate,Female,2834.0,15.9,17863.0
541,60201,Estimate,Male,2658.0,15.5,17139.0
542,60201,Margin of Error,Female,591.0,2.9,884.0
543,60201,Margin of Error,Male,674.0,3.4,1123.0
544,60202,Estimate,Female,1249.0,7.3,16994.0
545,60202,Estimate,Male,1125.0,7.5,15057.0
546,60202,Margin of Error,Female,315.0,1.9,939.0
547,60202,Margin of Error,Male,357.0,2.3,847.0
548,60203,Estimate,Female,167.0,7.1,2357.0
549,60203,Estimate,Male,67.0,3.5,1891.0
550,60203,Margin of Error,Female,183.0,7.4,304.0
551,60203,Margin of Error,Male,59.0,3.0,277.0
552,60301,Estimate,Female,37.0,2.3,1610.0
553,60301,Estimate,Male,132.0,9.7,1359.0
554,60301,Margin of Error,Female,36.0,2.2,331.0
555,60301,Margin of Error,Male,174.0,12.1,334.0
556,60302,Estimate,Female,1421.0,8.5,16672.0
557,60302,Estimate,Male,1186.0,8.1,14625.0
558,60302,Margin of Error,Female,304.0,1.9,613.0
559,60302,Margin of Error,Male,306.0,2.0,685.0
560,60304,Estimate,Female,540.0,5.8,9292.0
561,60304,Estimate,Male,317.0,3.9,8217.0
562,60304,Margin of Error,Female,180.0,1.9,577.0
563,60304,Margin of Error,Male,115.0,1.4,447.0
564,60305,Estimate,Female,136.0,2.7,5102.0
565,60305,Estimate,Male,89.0,1.8,4908.0
566,60305,Margin of Error,Female,108.0,2.1,362.0
567,60305,Margin of Error,Male,116.0,2.4,352.0
568,60401,Estimate,Female,194.0,5.0,3917.0
569,60401,Estimate,Male,43.0,1.2,3555.0
570,60401,Margin of Error,Female,183.0,4.6,280.0
571,60401,Margin of Error,Male,37.0,1.0,262.0
572,60402,Estimate,Female,4033.0,13.1,30821.0
573,60402,Estimate,Male,3313.0,10.5,31556.0
574,60402,Margin of Error,Female,824.0,2.7,825.0
575,60402,Margin of Error,Male,751.0,2.4,824.0
576,60403,Estimate,Female,1118.0,12.5,8963.0
577,60403,Estimate,Male,917.0,11.5,8001.0
578,60403,Margin of Error,Female,355.0,3.6,608.0
579,60403,Margin of Error,Male,344.0,4.2,427.0
580,60404,Estimate,Female,360.0,3.8,9438.0
581,60404,Estimate,Male,279.0,2.9,9661.0
582,60404,Margin of Error,Female,153.0,1.6,445.0
583,60404,Margin of Error,Male,107.0,1.2,513.0
584,60406,Estimate,Female,2685.0,21.3,12622.0
585,60406,Estimate,Male,2313.0,17.6,13107.0
586,60406,Margin of Error,Female,781.0,5.6,886.0
587,60406,Margin of Error,Male,489.0,3.7,948.0
588,60407,Estimate,Female,121.0,16.2,746.0
589,60407,Estimate,Male,99.0,10.2,975.0
590,60407,Margin of Error,Female,75.0,9.0,130.0
591,60407,Margin of Error,Male,44.0,4.3,178.0
592,60408,Estimate,Female,284.0,10.3,2756.0
593,60408,Estimate,Male,251.0,8.8,2845.0
594,60408,Margin of Error,Female,118.0,4.3,204.0
595,60408,Margin of Error,Male,97.0,3.4,185.0
596,60409,Estimate,Female,4061.0,20.5,19777.0
597,60409,Estimate,Male,2576.0,15.8,16308.0
598,60409,Margin of Error,Female,972.0,4.8,773.0
599,60409,Margin of Error,Male,715.0,4.4,755.0
600,60410,Estimate,Female,427.0,6.2,6880.0
601,60410,Estimate,Male,272.0,4.1,6632.0
602,60410,Margin of Error,Female,239.0,3.4,558.0
603,60410,Margin of Error,Male,205.0,3.1,362.0
604,60411,Estimate,Female,6967.0,23.8,29264.0
605,60411,Estimate,Male,5505.0,20.5,26877.0
606,60411,Margin of Error,Female,996.0,3.2,1020.0
607,60411,Margin of Error,Male,711.0,2.6,1053.0
608,60415,Estimate,Female,1380.0,21.0,6585.0
609,60415,Estimate,Male,1477.0,21.3,6934.0
610,60415,Margin of Error,Female,439.0,6.6,455.0
611,60415,Margin of Error,Male,545.0,7.7,462.0
612,60416,Estimate,Female,433.0,10.1,4270.0
613,60416,Estimate,Male,195.0,4.1,4743.0
614,60416,Margin of Error,Female,198.0,4.5,237.0
615,60416,Margin of Error,Male,101.0,2.2,236.0
616,60417,Estimate,Female,600.0,7.8,7672.0
617,60417,Estimate,Male,506.0,6.9,7350.0
618,60417,Margin of Error,Female,230.0,2.9,385.0
619,60417,Margin of Error,Male,199.0,2.8,368.0
620,60419,Estimate,Female,2555.0,21.4,11913.0
621,60419,Estimate,Male,2279.0,22.8,9986.0
622,60419,Margin of Error,Female,639.0,5.3,606.0
623,60419,Margin of Error,Male,645.0,6.0,625.0
624,60420,Estimate,Female,301.0,12.7,2378.0
625,60420,Estimate,Male,275.0,12.3,2243.0
626,60420,Margin of Error,Female,177.0,7.4,182.0
627,60420,Margin of Error,Male,147.0,6.3,180.0
628,60421,Estimate,Female,169.0,8.9,1891.0
629,60421,Estimate,Male,129.0,6.5,1996.0
630,60421,Margin of Error,Female,92.0,4.8,123.0
631,60421,Margin of Error,Male,72.0,3.6,122.0
632,60422,Estimate,Female,399.0,8.4,4774.0
633,60422,Estimate,Male,549.0,12.0,4581.0
634,60422,Margin of Error,Female,371.0,7.9,451.0
635,60422,Margin of Error,Male,523.0,11.3,502.0
636,60423,Estimate,Female,582.0,3.6,15962.0
637,60423,Estimate,Male,338.0,2.2,15220.0
638,60423,Margin of Error,Female,235.0,1.5,547.0
639,60423,Margin of Error,Male,132.0,0.9,594.0
640,60424,Estimate,Female,104.0,9.4,1101.0
641,60424,Estimate,Male,68.0,5.8,1178.0
642,60424,Margin of Error,Female,66.0,6.0,144.0
643,60424,Margin of Error,Male,30.0,2.5,143.0
644,60425,Estimate,Female,598.0,12.0,4993.0
645,60425,Estimate,Male,404.0,10.7,3764.0
646,60425,Margin of Error,Female,317.0,6.3,392.0
647,60425,Margin of Error,Male,225.0,5.9,440.0
648,60426,Estimate,Female,4601.0,31.7,14497.0
649,60426,Estimate,Male,3639.0,27.8,13105.0
650,60426,Margin of Error,Female,756.0,4.8,767.0
651,60426,Margin of Error,Male,515.0,3.9,725.0
652,60428,Estimate,Female,1288.0,20.3,6345.0
653,60428,Estimate,Male,1235.0,22.3,5545.0
654,60428,Margin of Error,Female,380.0,6.3,365.0
655,60428,Margin of Error,Male,346.0,6.0,313.0
656,60429,Estimate,Female,1381.0,16.1,8604.0
657,60429,Estimate,Male,888.0,13.2,6733.0
658,60429,Margin of Error,Female,594.0,7.0,1295.0
659,60429,Margin of Error,Male,400.0,6.1,511.0
660,60430,Estimate,Female,839.0,8.5,9927.0
661,60430,Estimate,Male,688.0,7.2,9508.0
662,60430,Margin of Error,Female,480.0,4.7,727.0
663,60430,Margin of Error,Male,310.0,3.4,808.0
664,60431,Estimate,Female,448.0,3.6,12343.0
665,60431,Estimate,Male,615.0,5.5,11163.0
666,60431,Margin of Error,Female,139.0,1.2,999.0
667,60431,Margin of Error,Male,245.0,2.2,793.0
668,60432,Estimate,Female,2054.0,21.1,9753.0
669,60432,Estimate,Male,1725.0,16.5,10440.0
670,60432,Margin of Error,Female,411.0,4.0,711.0
671,60432,Margin of Error,Male,439.0,4.3,707.0
672,60433,Estimate,Female,1138.0,15.2,7471.0
673,60433,Estimate,Male,1040.0,12.9,8055.0
674,60433,Margin of Error,Female,244.0,3.4,590.0
675,60433,Margin of Error,Male,247.0,3.2,595.0
676,60435,Estimate,Female,3976.0,16.1,24651.0
677,60435,Estimate,Male,2354.0,9.9,23713.0
678,60435,Margin of Error,Female,735.0,2.8,1083.0
679,60435,Margin of Error,Male,421.0,1.7,1173.0
680,60436,Estimate,Female,1759.0,19.5,9025.0
681,60436,Estimate,Male,1572.0,18.8,8359.0
682,60436,Margin of Error,Female,574.0,5.5,883.0
683,60436,Margin of Error,Male,462.0,5.2,711.0
684,60437,Estimate,Female,1.0,1.6,63.0
685,60437,Estimate,Male,1.0,1.4,70.0
686,60437,Margin of Error,Female,2.0,3.2,32.0
687,60437,Margin of Error,Male,2.0,2.6,33.0
688,60438,Estimate,Female,2964.0,18.9,15719.0
689,60438,Estimate,Male,1611.0,13.1,12286.0
690,60438,Margin of Error,Female,804.0,4.6,823.0
691,60438,Margin of Error,Male,576.0,4.4,834.0
692,60439,Estimate,Female,761.0,6.2,12192.0
693,60439,Estimate,Male,523.0,4.3,12272.0
694,60439,Margin of Error,Female,316.0,2.6,620.0
695,60439,Margin of Error,Male,268.0,2.2,572.0
696,60440,Estimate,Female,2866.0,10.9,26306.0
697,60440,Estimate,Male,1957.0,7.6,25655.0
698,60440,Margin of Error,Female,648.0,2.4,766.0
699,60440,Margin of Error,Male,456.0,1.8,974.0
700,60441,Estimate,Female,1582.0,9.0,17549.0
701,60441,Estimate,Male,969.0,6.0,16021.0
702,60441,Margin of Error,Female,418.0,2.4,551.0
703,60441,Margin of Error,Male,278.0,1.7,484.0
704,60442,Estimate,Female,193.0,3.6,5332.0
705,60442,Estimate,Male,363.0,6.1,5954.0
706,60442,Margin of Error,Female,131.0,2.4,354.0
707,60442,Margin of Error,Male,151.0,2.6,306.0
708,60443,Estimate,Female,1579.0,13.7,11517.0
709,60443,Estimate,Male,1246.0,12.7,9835.0
710,60443,Margin of Error,Female,555.0,4.7,661.0
711,60443,Margin of Error,Male,609.0,6.2,618.0
712,60444,Estimate,Female,77.0,8.2,936.0
713,60444,Estimate,Male,51.0,5.2,985.0
714,60444,Margin of Error,Female,41.0,4.3,116.0
715,60444,Margin of Error,Male,33.0,3.5,141.0
716,60445,Estimate,Female,1446.0,11.5,12593.0
717,60445,Estimate,Male,969.0,7.9,12200.0
718,60445,Margin of Error,Female,385.0,3.1,561.0
719,60445,Margin of Error,Male,365.0,2.8,601.0
720,60446,Estimate,Female,1547.0,7.9,19465.0
721,60446,Estimate,Male,1081.0,5.6,19253.0
722,60446,Margin of Error,Female,452.0,2.3,698.0
723,60446,Margin of Error,Male,436.0,2.2,676.0
724,60447,Estimate,Female,456.0,6.3,7259.0
725,60447,Estimate,Male,212.0,3.2,6633.0
726,60447,Margin of Error,Female,234.0,3.2,566.0
727,60447,Margin of Error,Male,142.0,2.1,369.0
728,60448,Estimate,Female,602.0,4.7,12888.0
729,60448,Estimate,Male,420.0,3.2,12924.0
730,60448,Margin of Error,Female,230.0,1.8,594.0
731,60448,Margin of Error,Male,135.0,1.1,590.0
732,60449,Estimate,Female,129.0,2.8,4547.0
733,60449,Estimate,Male,342.0,6.9,4933.0
734,60449,Margin of Error,Female,103.0,2.2,505.0
735,60449,Margin of Error,Male,330.0,6.6,443.0
736,60450,Estimate,Female,1033.0,10.2,10145.0
737,60450,Estimate,Male,620.0,6.2,9922.0
738,60450,Margin of Error,Female,337.0,3.3,344.0
739,60450,Margin of Error,Male,264.0,2.7,333.0
740,60451,Estimate,Female,383.0,2.2,17624.0
741,60451,Estimate,Male,380.0,2.1,18271.0
742,60451,Margin of Error,Female,158.0,0.9,550.0
743,60451,Margin of Error,Male,175.0,0.9,586.0
744,60452,Estimate,Female,817.0,5.9,13803.0
745,60452,Estimate,Male,652.0,4.8,13720.0
746,60452,Margin of Error,Female,351.0,2.5,535.0
747,60452,Margin of Error,Male,248.0,1.8,568.0
748,60453,Estimate,Female,3094.0,11.0,28037.0
749,60453,Estimate,Male,2441.0,9.2,26642.0
750,60453,Margin of Error,Female,611.0,2.1,800.0
751,60453,Margin of Error,Male,559.0,2.1,714.0
752,60455,Estimate,Female,1215.0,15.8,7701.0
753,60455,Estimate,Male,1185.0,15.3,7727.0
754,60455,Margin of Error,Female,338.0,4.3,446.0
755,60455,Margin of Error,Male,421.0,5.3,423.0
756,60456,Estimate,Female,180.0,8.0,2253.0
757,60456,Estimate,Male,73.0,3.7,1963.0
758,60456,Margin of Error,Female,82.0,3.7,164.0
759,60456,Margin of Error,Male,61.0,3.0,163.0
760,60457,Estimate,Female,618.0,9.3,6638.0
761,60457,Estimate,Male,463.0,6.6,7048.0
762,60457,Margin of Error,Female,250.0,3.6,406.0
763,60457,Margin of Error,Male,200.0,2.8,460.0
764,60458,Estimate,Female,1938.0,24.7,7831.0
765,60458,Estimate,Male,1311.0,17.5,7487.0
766,60458,Margin of Error,Female,430.0,5.2,522.0
767,60458,Margin of Error,Male,441.0,5.7,621.0
768,60459,Estimate,Female,1581.0,11.6,13601.0
769,60459,Estimate,Male,1441.0,9.8,14633.0
770,60459,Margin of Error,Female,449.0,3.2,514.0
771,60459,Margin of Error,Male,446.0,3.0,494.0
772,60460,Estimate,Female,68.0,11.1,610.0
773,60460,Estimate,Male,92.0,15.7,586.0
774,60460,Margin of Error,Female,30.0,4.5,110.0
775,60460,Margin of Error,Male,54.0,8.5,100.0
776,60461,Estimate,Female,227.0,9.0,2515.0
777,60461,Estimate,Male,119.0,5.6,2144.0
778,60461,Margin of Error,Female,185.0,7.1,380.0
779,60461,Margin of Error,Male,114.0,5.4,264.0
780,60462,Estimate,Female,1118.0,5.6,19832.0
781,60462,Estimate,Male,849.0,4.2,20001.0
782,60462,Margin of Error,Female,361.0,1.8,804.0
783,60462,Margin of Error,Male,420.0,2.1,876.0
784,60463,Estimate,Female,428.0,6.3,6825.0
785,60463,Estimate,Male,514.0,7.5,6888.0
786,60463,Margin of Error,Female,135.0,2.0,269.0
787,60463,Margin of Error,Male,220.0,3.1,349.0
788,60464,Estimate,Female,264.0,5.3,5012.0
789,60464,Estimate,Male,205.0,4.6,4504.0
790,60464,Margin of Error,Female,150.0,3.0,338.0
791,60464,Margin of Error,Male,140.0,3.1,346.0
792,60465,Estimate,Female,1324.0,14.2,9316.0
793,60465,Estimate,Male,747.0,9.7,7739.0
794,60465,Margin of Error,Female,561.0,5.8,512.0
795,60465,Margin of Error,Male,315.0,4.2,517.0
796,60466,Estimate,Female,1278.0,11.5,11072.0
797,60466,Estimate,Male,1336.0,13.7,9738.0
798,60466,Margin of Error,Female,357.0,3.1,562.0
799,60466,Margin of Error,Male,421.0,4.2,543.0
800,60467,Estimate,Female,819.0,6.3,12912.0
801,60467,Estimate,Male,692.0,5.4,12730.0
802,60467,Margin of Error,Female,312.0,2.4,689.0
803,60467,Margin of Error,Male,325.0,2.5,693.0
804,60468,Estimate,Female,114.0,4.1,2798.0
805,60468,Estimate,Male,97.0,3.1,3113.0
806,60468,Margin of Error,Female,76.0,2.7,288.0
807,60468,Margin of Error,Male,61.0,2.0,363.0
808,60469,Estimate,Female,302.0,12.7,2387.0
809,60469,Estimate,Male,302.0,10.0,3019.0
810,60469,Margin of Error,Female,298.0,12.0,396.0
811,60469,Margin of Error,Male,206.0,7.1,443.0
812,60470,Estimate,Female,43.0,21.3,202.0
813,60470,Estimate,Male,19.0,8.3,228.0
814,60470,Margin of Error,Female,37.0,14.2,55.0
815,60470,Margin of Error,Male,29.0,10.8,67.0
816,60471,Estimate,Female,973.0,13.7,7082.0
817,60471,Estimate,Male,635.0,9.6,6631.0
818,60471,Margin of Error,Female,301.0,4.3,574.0
819,60471,Margin of Error,Male,231.0,3.4,538.0
820,60472,Estimate,Female,763.0,27.7,2759.0
821,60472,Estimate,Male,782.0,37.2,2103.0
822,60472,Margin of Error,Female,336.0,11.5,357.0
823,60472,Margin of Error,Male,305.0,12.3,360.0
824,60473,Estimate,Female,1345.0,11.3,11932.0
825,60473,Estimate,Male,1022.0,10.7,9536.0
826,60473,Margin of Error,Female,348.0,2.9,588.0
827,60473,Margin of Error,Male,297.0,3.0,438.0
828,60474,Estimate,Female,30.0,8.0,373.0
829,60474,Estimate,Male,21.0,5.6,372.0
830,60474,Margin of Error,Female,19.0,5.4,79.0
831,60474,Margin of Error,Male,14.0,3.7,76.0
832,60475,Estimate,Female,596.0,13.0,4599.0
833,60475,Estimate,Male,661.0,12.8,5159.0
834,60475,Margin of Error,Female,209.0,4.6,311.0
835,60475,Margin of Error,Male,255.0,4.9,247.0
836,60476,Estimate,Female,125.0,10.4,1206.0
837,60476,Estimate,Male,65.0,5.9,1107.0
838,60476,Margin of Error,Female,63.0,5.2,206.0
839,60476,Margin of Error,Male,45.0,3.9,189.0
840,60477,Estimate,Female,1506.0,8.0,18788.0
841,60477,Estimate,Male,1202.0,6.7,17996.0
842,60477,Margin of Error,Female,409.0,2.1,675.0
843,60477,Margin of Error,Male,368.0,2.1,782.0
844,60478,Estimate,Female,1298.0,14.4,9028.0
845,60478,Estimate,Male,739.0,10.0,7415.0
846,60478,Margin of Error,Female,363.0,4.0,474.0
847,60478,Margin of Error,Male,325.0,4.3,455.0
848,60479,Estimate,Female,106.0,20.3,523.0
849,60479,Estimate,Male,70.0,12.5,559.0
850,60479,Margin of Error,Female,60.0,10.2,163.0
851,60479,Margin of Error,Male,47.0,8.2,131.0
852,60480,Estimate,Female,126.0,5.0,2545.0
853,60480,Estimate,Male,22.0,0.9,2464.0
854,60480,Margin of Error,Female,99.0,3.8,249.0
855,60480,Margin of Error,Male,25.0,1.0,217.0
856,60481,Estimate,Female,632.0,11.1,5675.0
857,60481,Estimate,Male,515.0,9.1,5673.0
858,60481,Margin of Error,Female,178.0,3.2,357.0
859,60481,Margin of Error,Male,167.0,3.0,333.0
860,60482,Estimate,Female,660.0,12.2,5405.0
861,60482,Estimate,Male,793.0,15.0,5290.0
862,60482,Margin of Error,Female,244.0,4.8,318.0
863,60482,Margin of Error,Male,471.0,8.5,329.0
864,60484,Estimate,Female,398.0,9.9,4013.0
865,60484,Estimate,Male,251.0,9.6,2619.0
866,60484,Margin of Error,Female,211.0,5.1,300.0
867,60484,Margin of Error,Male,185.0,6.9,267.0
868,60487,Estimate,Female,939.0,7.3,12881.0
869,60487,Estimate,Male,430.0,3.1,13901.0
870,60487,Margin of Error,Female,375.0,2.8,643.0
871,60487,Margin of Error,Male,202.0,1.5,638.0
872,60490,Estimate,Female,714.0,6.4,11148.0
873,60490,Estimate,Male,205.0,1.9,10703.0
874,60490,Margin of Error,Female,626.0,5.5,884.0
875,60490,Margin of Error,Male,145.0,1.4,632.0
876,60491,Estimate,Female,562.0,4.9,11563.0
877,60491,Estimate,Male,293.0,2.6,11157.0
878,60491,Margin of Error,Female,144.0,1.2,429.0
879,60491,Margin of Error,Male,126.0,1.1,444.0
880,60501,Estimate,Female,1025.0,17.4,5901.0
881,60501,Estimate,Male,912.0,15.5,5899.0
882,60501,Margin of Error,Female,268.0,4.8,331.0
883,60501,Margin of Error,Male,313.0,5.0,347.0
884,60502,Estimate,Female,532.0,4.5,11850.0
885,60502,Estimate,Male,329.0,3.0,11071.0
886,60502,Margin of Error,Female,267.0,2.1,960.0
887,60502,Margin of Error,Male,157.0,1.4,960.0
888,60503,Estimate,Female,428.0,4.7,9174.0
889,60503,Estimate,Male,50.0,0.6,7967.0
890,60503,Margin of Error,Female,304.0,3.2,560.0
891,60503,Margin of Error,Male,64.0,0.8,543.0
892,60504,Estimate,Female,1766.0,9.1,19400.0
893,60504,Estimate,Male,1039.0,5.3,19621.0
894,60504,Margin of Error,Female,722.0,3.6,1198.0
895,60504,Margin of Error,Male,497.0,2.5,1249.0
896,60505,Estimate,Female,6087.0,17.2,35351.0
897,60505,Estimate,Male,4499.0,12.6,35786.0
898,60505,Margin of Error,Female,723.0,2.0,1561.0
899,60505,Margin of Error,Male,687.0,1.9,1593.0
900,60506,Estimate,Female,3527.0,13.1,26839.0
901,60506,Estimate,Male,2816.0,10.1,27954.0
902,60506,Margin of Error,Female,670.0,2.4,1315.0
903,60506,Margin of Error,Male,605.0,2.1,1293.0
904,60510,Estimate,Female,956.0,6.5,14717.0
905,60510,Estimate,Male,743.0,5.3,14039.0
906,60510,Margin of Error,Female,336.0,2.2,538.0
907,60510,Margin of Error,Male,296.0,2.1,500.0
908,60511,Estimate,Female,13.0,1.7,758.0
909,60511,Estimate,Male,22.0,2.2,988.0
910,60511,Margin of Error,Female,18.0,2.3,132.0
911,60511,Margin of Error,Male,21.0,2.1,165.0
912,60512,Estimate,Female,0.0,0.0,939.0
913,60512,Estimate,Male,0.0,0.0,732.0
914,60512,Margin of Error,Female,12.0,3.4,549.0
915,60512,Margin of Error,Male,12.0,4.3,362.0
916,60513,Estimate,Female,905.0,9.0,10022.0
917,60513,Estimate,Male,418.0,5.0,8428.0
918,60513,Margin of Error,Female,468.0,4.6,411.0
919,60513,Margin of Error,Male,180.0,2.1,385.0
920,60514,Estimate,Female,351.0,6.6,5282.0
921,60514,Estimate,Male,420.0,9.0,4688.0
922,60514,Margin of Error,Female,220.0,4.4,470.0
923,60514,Margin of Error,Male,408.0,8.5,450.0
924,60515,Estimate,Female,923.0,6.5,14229.0
925,60515,Estimate,Male,550.0,4.1,13261.0
926,60515,Margin of Error,Female,245.0,1.7,690.0
927,60515,Margin of Error,Male,180.0,1.3,729.0
928,60516,Estimate,Female,602.0,4.0,14878.0
929,60516,Estimate,Male,798.0,5.5,14628.0
930,60516,Margin of Error,Female,188.0,1.3,705.0
931,60516,Margin of Error,Male,306.0,2.0,794.0
932,60517,Estimate,Female,872.0,5.5,15891.0
933,60517,Estimate,Male,589.0,3.7,16133.0
934,60517,Margin of Error,Female,298.0,1.9,615.0
935,60517,Margin of Error,Male,230.0,1.4,573.0
936,60518,Estimate,Female,374.0,20.6,1815.0
937,60518,Estimate,Male,213.0,10.8,1974.0
938,60518,Margin of Error,Female,160.0,7.7,210.0
939,60518,Margin of Error,Male,101.0,4.7,244.0
940,60519,Estimate,Female,0.0,0.0,8.0
941,60519,Estimate,Male,0.0,0.0,18.0
942,60519,Margin of Error,Female,12.0,100.0,13.0
943,60519,Margin of Error,Male,12.0,69.9,20.0
944,60520,Estimate,Female,95.0,6.5,1459.0
945,60520,Estimate,Male,119.0,8.0,1482.0
946,60520,Margin of Error,Female,38.0,2.5,127.0
947,60520,Margin of Error,Male,82.0,5.2,141.0
948,60521,Estimate,Female,172.0,1.9,8826.0
949,60521,Estimate,Male,190.0,2.1,9065.0
950,60521,Margin of Error,Female,72.0,0.8,319.0
951,60521,Margin of Error,Male,105.0,1.1,363.0
952,60523,Estimate,Female,389.0,7.4,5289.0
953,60523,Estimate,Male,172.0,3.9,4355.0
954,60523,Margin of Error,Female,166.0,3.1,273.0
955,60523,Margin of Error,Male,94.0,2.2,245.0
956,60525,Estimate,Female,773.0,5.1,15249.0
957,60525,Estimate,Male,643.0,4.5,14346.0
958,60525,Margin of Error,Female,216.0,1.4,562.0
959,60525,Margin of Error,Male,217.0,1.5,597.0
960,60526,Estimate,Female,388.0,5.6,6872.0
961,60526,Estimate,Male,269.0,4.4,6161.0
962,60526,Margin of Error,Female,128.0,1.9,264.0
963,60526,Margin of Error,Male,154.0,2.5,261.0
964,60527,Estimate,Female,1170.0,8.5,13740.0
965,60527,Estimate,Male,593.0,4.6,12902.0
966,60527,Margin of Error,Female,331.0,2.3,631.0
967,60527,Margin of Error,Male,240.0,1.8,597.0
968,60530,Estimate,Female,16.0,5.1,316.0
969,60530,Estimate,Male,17.0,3.7,461.0
970,60530,Margin of Error,Female,15.0,4.7,78.0
971,60530,Margin of Error,Male,12.0,2.8,173.0
972,60531,Estimate,Female,244.0,24.4,1002.0
973,60531,Estimate,Male,210.0,21.0,1002.0
974,60531,Margin of Error,Female,163.0,13.3,187.0
975,60531,Margin of Error,Male,192.0,16.3,217.0
976,60532,Estimate,Female,1032.0,7.8,13310.0
977,60532,Estimate,Male,789.0,5.5,14452.0
978,60532,Margin of Error,Female,304.0,2.2,600.0
979,60532,Margin of Error,Male,261.0,1.8,586.0
980,60534,Estimate,Female,528.0,10.1,5247.0
981,60534,Estimate,Male,432.0,8.5,5062.0
982,60534,Margin of Error,Female,190.0,3.8,403.0
983,60534,Margin of Error,Male,173.0,3.3,409.0
984,60536,Estimate,Female,5.0,8.1,62.0
985,60536,Estimate,Male,13.0,28.3,46.0
986,60536,Margin of Error,Female,11.0,16.8,43.0
987,60536,Margin of Error,Male,24.0,36.8,31.0
988,60537,Estimate,Female,8.0,3.0,267.0
989,60537,Estimate,Male,17.0,4.4,386.0
990,60537,Margin of Error,Female,8.0,2.9,70.0
991,60537,Margin of Error,Male,23.0,5.5,106.0
992,60538,Estimate,Female,746.0,5.2,14287.0
993,60538,Estimate,Male,610.0,4.5,13628.0
994,60538,Margin of Error,Female,319.0,2.2,780.0
