,Zipcode,Age group,Estimate
5693,60421,20 to 24 years,198.0
5694,60422,20 to 24 years,580.0
5695,60423,20 to 24 years,1629.0
5696,60424,20 to 24 years,129.0
5697,60425,20 to 24 years,610.0
5698,60426,20 to 24 years,2371.0
5699,60428,20 to 24 years,724.0
5700,60429,20 to 24 years,708.0
5701,60430,20 to 24 years,861.0
5702,60431,20 to 24 years,1908.0
5703,60432,20 to 24 years,1719.0
5704,60433,20 to 24 years,1200.0
5705,60435,20 to 24 years,3650.0
5706,60436,20 to 24 years,1444.0
5707,60437,20 to 24 years,9.0
5708,60438,20 to 24 years,1378.0
5709,60439,20 to 24 years,1222.0
5710,60440,20 to 24 years,3706.0
5711,60441,20 to 24 years,1709.0
5712,60442,20 to 24 years,513.0
5713,60443,20 to 24 years,1601.0
5714,60444,20 to 24 years,112.0
5715,60445,20 to 24 years,1534.0
5716,60446,20 to 24 years,3635.0
5717,60447,20 to 24 years,840.0
5718,60448,20 to 24 years,1393.0
5719,60449,20 to 24 years,389.0
5720,60450,20 to 24 years,1187.0
5721,60451,20 to 24 years,2074.0
5722,60452,20 to 24 years,1803.0
5723,60453,20 to 24 years,2858.0
5724,60455,20 to 24 years,826.0
5725,60456,20 to 24 years,314.0
5726,60457,20 to 24 years,744.0
5727,60458,20 to 24 years,1620.0
5728,60459,20 to 24 years,1656.0
5729,60460,20 to 24 years,55.0
5730,60461,20 to 24 years,491.0
5731,60462,20 to 24 years,1586.0
5732,60463,20 to 24 years,658.0
5733,60464,20 to 24 years,209.0
5734,60465,20 to 24 years,957.0
5735,60466,20 to 24 years,989.0
5736,60467,20 to 24 years,1078.0
5737,60468,20 to 24 years,631.0
5738,60469,20 to 24 years,488.0
5739,60470,20 to 24 years,12.0
5740,60471,20 to 24 years,1362.0
5741,60472,20 to 24 years,528.0
5742,60473,20 to 24 years,1327.0
5743,60474,20 to 24 years,40.0
5744,60475,20 to 24 years,650.0
5745,60476,20 to 24 years,175.0
5746,60477,20 to 24 years,2025.0
5747,60478,20 to 24 years,868.0
5748,60479,20 to 24 years,67.0
5749,60480,20 to 24 years,167.0
5750,60481,20 to 24 years,628.0
5751,60482,20 to 24 years,735.0
5752,60484,20 to 24 years,368.0
5753,60487,20 to 24 years,1392.0
5754,60490,20 to 24 years,1605.0
5755,60491,20 to 24 years,1153.0
5756,60501,20 to 24 years,740.0
5757,60502,20 to 24 years,978.0
5758,60503,20 to 24 years,652.0
5759,60504,20 to 24 years,3030.0
5760,60505,20 to 24 years,5723.0
5761,60506,20 to 24 years,3831.0
5762,60510,20 to 24 years,1621.0
5763,60511,20 to 24 years,37.0
5764,60512,20 to 24 years,0.0
5765,60513,20 to 24 years,571.0
5766,60514,20 to 24 years,223.0
5767,60515,20 to 24 years,1452.0
5768,60516,20 to 24 years,1569.0
5769,60517,20 to 24 years,2106.0
5770,60518,20 to 24 years,291.0
5771,60519,20 to 24 years,0.0
5772,60520,20 to 24 years,276.0
5773,60521,20 to 24 years,424.0
5774,60523,20 to 24 years,438.0
5775,60525,20 to 24 years,1163.0
5776,60526,20 to 24 years,519.0
5777,60527,20 to 24 years,1092.0
5778,60530,20 to 24 years,116.0
5779,60531,20 to 24 years,36.0
5780,60532,20 to 24 years,2100.0
5781,60534,20 to 24 years,498.0
5782,60536,20 to 24 years,6.0
5783,60537,20 to 24 years,32.0
5784,60538,20 to 24 years,2035.0
5785,60539,20 to 24 years,0.0
5786,60540,20 to 24 years,2958.0
5787,60541,20 to 24 years,166.0
5788,60542,20 to 24 years,755.0
5789,60543,20 to 24 years,2481.0
5790,60544,20 to 24 years,1548.0
5791,60545,20 to 24 years,535.0
5792,60546,20 to 24 years,830.0
5793,60548,20 to 24 years,1219.0
5794,60549,20 to 24 years,25.0
5795,60550,20 to 24 years,82.0
5796,60551,20 to 24 years,479.0
5797,60552,20 to 24 years,153.0
5798,60553,20 to 24 years,33.0
5799,60554,20 to 24 years,716.0
5800,60555,20 to 24 years,915.0
5801,60556,20 to 24 years,170.0
5802,60557,20 to 24 years,29.0
5803,60558,20 to 24 years,428.0
5804,60559,20 to 24 years,1148.0
5805,60560,20 to 24 years,1195.0
5806,60561,20 to 24 years,1376.0
5807,60563,20 to 24 years,1892.0
5808,60564,20 to 24 years,2091.0
5809,60565,20 to 24 years,2164.0
5810,60585,20 to 24 years,1322.0
5811,60586,20 to 24 years,3305.0
5812,60601,20 to 24 years,1182.0
5813,60602,20 to 24 years,74.0
5814,60603,20 to 24 years,140.0
5815,60604,20 to 24 years,160.0
5816,60605,20 to 24 years,2446.0
5817,60606,20 to 24 years,179.0
5818,60607,20 to 24 years,4075.0
5819,60608,20 to 24 years,8252.0
5820,60609,20 to 24 years,4511.0
5821,60610,20 to 24 years,2870.0
5822,60611,20 to 24 years,2769.0
5823,60612,20 to 24 years,2893.0
5824,60613,20 to 24 years,5830.0
5825,60614,20 to 24 years,8562.0
5826,60615,20 to 24 years,5062.0
5827,60616,20 to 24 years,3408.0
5828,60617,20 to 24 years,6180.0
5829,60618,20 to 24 years,4976.0
5830,60619,20 to 24 years,3617.0
5831,60620,20 to 24 years,4545.0
5832,60621,20 to 24 years,1502.0
5833,60622,20 to 24 years,3111.0
5834,60623,20 to 24 years,5717.0
5835,60624,20 to 24 years,2679.0
5836,60625,20 to 24 years,5202.0
5837,60626,20 to 24 years,5071.0
5838,60628,20 to 24 years,5219.0
5839,60629,20 to 24 years,8511.0
5840,60630,20 to 24 years,2740.0
5841,60631,20 to 24 years,961.0
5842,60632,20 to 24 years,6818.0
5843,60633,20 to 24 years,872.0
5844,60634,20 to 24 years,3755.0
5845,60636,20 to 24 years,1858.0
5846,60637,20 to 24 years,4078.0
5847,60638,20 to 24 years,2865.0
5848,60639,20 to 24 years,6712.0
5849,60640,20 to 24 years,4646.0
5850,60641,20 to 24 years,4310.0
5851,60642,20 to 24 years,1124.0
5852,60643,20 to 24 years,2619.0
5853,60644,20 to 24 years,3039.0
5854,60645,20 to 24 years,2275.0
5855,60646,20 to 24 years,900.0
5856,60647,20 to 24 years,5830.0
5857,60649,20 to 24 years,2730.0
5858,60651,20 to 24 years,5143.0
5859,60652,20 to 24 years,3002.0
5860,60653,20 to 24 years,1828.0
5861,60654,20 to 24 years,1566.0
5862,60655,20 to 24 years,1413.0
5863,60656,20 to 24 years,1170.0
5864,60657,20 to 24 years,8466.0
5865,60659,20 to 24 years,2810.0
5866,60660,20 to 24 years,3935.0
5867,60661,20 to 24 years,948.0
5868,60706,20 to 24 years,1131.0
5869,60707,20 to 24 years,2704.0
5870,60712,20 to 24 years,399.0
5871,60714,20 to 24 years,1518.0
5872,60803,20 to 24 years,1484.0
5873,60804,20 to 24 years,7277.0
5874,60805,20 to 24 years,1000.0
5875,60827,20 to 24 years,2020.0
5876,60901,20 to 24 years,2291.0
5877,60910,20 to 24 years,27.0
5878,60911,20 to 24 years,67.0
5879,60912,20 to 24 years,20.0
5880,60913,20 to 24 years,112.0
5881,60914,20 to 24 years,2872.0
5882,60915,20 to 24 years,922.0
5883,60917,20 to 24 years,11.0
5884,60918,20 to 24 years,10.0
5885,60919,20 to 24 years,21.0
5886,60920,20 to 24 years,0.0
5887,60921,20 to 24 years,125.0
5888,60922,20 to 24 years,200.0
5889,60924,20 to 24 years,93.0
5890,60926,20 to 24 years,0.0
5891,60927,20 to 24 years,69.0
5892,60928,20 to 24 years,41.0
5893,60929,20 to 24 years,25.0
5894,60930,20 to 24 years,11.0
5895,60931,20 to 24 years,36.0
5896,60932,20 to 24 years,0.0
5897,60933,20 to 24 years,24.0
5898,60934,20 to 24 years,10.0
5899,60935,20 to 24 years,44.0
5900,60936,20 to 24 years,164.0
5901,60938,20 to 24 years,86.0
5902,60940,20 to 24 years,123.0
5903,60941,20 to 24 years,129.0
5904,60942,20 to 24 years,348.0
5905,60945,20 to 24 years,2.0
5906,60946,20 to 24 years,19.0
5907,60948,20 to 24 years,83.0
5908,60949,20 to 24 years,78.0
5909,60950,20 to 24 years,811.0
5910,60951,20 to 24 years,23.0
5911,60952,20 to 24 years,33.0
5912,60953,20 to 24 years,153.0
5913,60954,20 to 24 years,401.0
5914,60955,20 to 24 years,78.0
5915,60957,20 to 24 years,226.0
5916,60958,20 to 24 years,45.0
5917,60959,20 to 24 years,92.0
5918,60960,20 to 24 years,44.0
5919,60961,20 to 24 years,36.0
5920,60962,20 to 24 years,64.0
5921,60963,20 to 24 years,81.0
5922,60964,20 to 24 years,264.0
5923,60966,20 to 24 years,64.0
5924,60968,20 to 24 years,11.0
5925,60969,20 to 24 years,9.0
5926,60970,20 to 24 years,499.0
5927,60973,20 to 24 years,37.0
5928,60974,20 to 24 years,4.0
5929,61001,20 to 24 years,42.0
5930,61006,20 to 24 years,38.0
5931,61007,20 to 24 years,10.0
5932,61008,20 to 24 years,1931.0
5933,61010,20 to 24 years,463.0
5934,61011,20 to 24 years,243.0
5935,61012,20 to 24 years,218.0
5936,61013,20 to 24 years,8.0
5937,61014,20 to 24 years,36.0
5938,61015,20 to 24 years,77.0
5939,61016,20 to 24 years,157.0
5940,61018,20 to 24 years,114.0
5941,61019,20 to 24 years,124.0
5942,61020,20 to 24 years,156.0
5943,61021,20 to 24 years,1143.0
5944,61024,20 to 24 years,97.0
5945,61025,20 to 24 years,302.0
5946,61027,20 to 24 years,0.0
5947,61028,20 to 24 years,86.0
5948,61030,20 to 24 years,43.0
5949,61031,20 to 24 years,125.0
5950,61032,20 to 24 years,1992.0
5951,61036,20 to 24 years,250.0
5952,61037,20 to 24 years,0.0
5953,61038,20 to 24 years,80.0
5954,61039,20 to 24 years,33.0
5955,61041,20 to 24 years,48.0
5956,61042,20 to 24 years,19.0
5957,61043,20 to 24 years,0.0
5958,61044,20 to 24 years,0.0
5959,61046,20 to 24 years,86.0
5960,61047,20 to 24 years,60.0
5961,61048,20 to 24 years,61.0
5962,61049,20 to 24 years,23.0
5963,61050,20 to 24 years,0.0
5964,61051,20 to 24 years,142.0
5965,61052,20 to 24 years,22.0
5966,61053,20 to 24 years,169.0
5967,61054,20 to 24 years,146.0
5968,61057,20 to 24 years,1.0
5969,61059,20 to 24 years,53.0
5970,61060,20 to 24 years,82.0
5971,61061,20 to 24 years,236.0
5972,61062,20 to 24 years,78.0
5973,61063,20 to 24 years,317.0
5974,61064,20 to 24 years,178.0
5975,61065,20 to 24 years,677.0
5976,61067,20 to 24 years,36.0
5977,61068,20 to 24 years,1108.0
5978,61070,20 to 24 years,72.0
5979,61071,20 to 24 years,810.0
5980,61072,20 to 24 years,586.0
5981,61073,20 to 24 years,989.0
5982,61074,20 to 24 years,237.0
5983,61075,20 to 24 years,43.0
5984,61077,20 to 24 years,0.0
5985,61078,20 to 24 years,50.0
5986,61079,20 to 24 years,26.0
5987,61080,20 to 24 years,471.0
5988,61081,20 to 24 years,1340.0
5989,61084,20 to 24 years,95.0
5990,61085,20 to 24 years,61.0
5991,61087,20 to 24 years,41.0
5992,61088,20 to 24 years,296.0
5993,61089,20 to 24 years,13.0
5994,61091,20 to 24 years,30.0
5995,61101,20 to 24 years,930.0
5996,61102,20 to 24 years,1199.0
5997,61103,20 to 24 years,1192.0
5998,61104,20 to 24 years,1363.0
5999,61107,20 to 24 years,1502.0
6000,61108,20 to 24 years,1870.0
6001,61109,20 to 24 years,2037.0
6002,61111,20 to 24 years,1600.0
6003,61112,20 to 24 years,0.0
6004,61114,20 to 24 years,967.0
6005,61115,20 to 24 years,1444.0
6006,61201,20 to 24 years,3402.0
6007,61230,20 to 24 years,6.0
6008,61231,20 to 24 years,283.0
6009,61232,20 to 24 years,62.0
6010,61234,20 to 24 years,43.0
6011,61235,20 to 24 years,91.0
6012,61236,20 to 24 years,7.0
6013,61238,20 to 24 years,188.0
6014,61239,20 to 24 years,135.0
6015,61240,20 to 24 years,236.0
6016,61241,20 to 24 years,334.0
6017,61242,20 to 24 years,32.0
6018,61243,20 to 24 years,9.0
6019,61244,20 to 24 years,1382.0
6020,61250,20 to 24 years,77.0
6021,61251,20 to 24 years,18.0
6022,61252,20 to 24 years,87.0
6023,61254,20 to 24 years,492.0
6024,61256,20 to 24 years,80.0
6025,61257,20 to 24 years,58.0
6026,61258,20 to 24 years,1.0
6027,61259,20 to 24 years,74.0
6028,61260,20 to 24 years,75.0
6029,61261,20 to 24 years,82.0
6030,61262,20 to 24 years,7.0
6031,61263,20 to 24 years,13.0
6032,61264,20 to 24 years,482.0
6033,61265,20 to 24 years,2361.0
6034,61270,20 to 24 years,301.0
6035,61272,20 to 24 years,39.0
6036,61273,20 to 24 years,152.0
6037,61274,20 to 24 years,16.0
6038,61275,20 to 24 years,260.0
6039,61276,20 to 24 years,0.0
6040,61277,20 to 24 years,133.0
6041,61278,20 to 24 years,12.0
6042,61279,20 to 24 years,66.0
6043,61281,20 to 24 years,106.0
6044,61282,20 to 24 years,227.0
6045,61283,20 to 24 years,111.0
6046,61284,20 to 24 years,21.0
6047,61285,20 to 24 years,65.0
6048,61301,20 to 24 years,660.0
6049,61310,20 to 24 years,225.0
6050,61311,20 to 24 years,0.0
6051,61312,20 to 24 years,14.0
6052,61313,20 to 24 years,25.0
6053,61314,20 to 24 years,37.0
6054,61315,20 to 24 years,25.0
6055,61316,20 to 24 years,22.0
6056,61317,20 to 24 years,34.0
6057,61318,20 to 24 years,21.0
6058,61319,20 to 24 years,92.0
6059,61320,20 to 24 years,46.0
6060,61321,20 to 24 years,13.0
6061,61322,20 to 24 years,32.0
6062,61323,20 to 24 years,5.0
6063,61324,20 to 24 years,9.0
6064,61325,20 to 24 years,49.0
6065,61326,20 to 24 years,112.0
6066,61327,20 to 24 years,82.0
6067,61328,20 to 24 years,0.0
6068,61329,20 to 24 years,34.0
6069,61330,20 to 24 years,116.0
6070,61331,20 to 24 years,0.0
6071,61332,20 to 24 years,3.0
6072,61333,20 to 24 years,4.0
6073,61334,20 to 24 years,46.0
6074,61335,20 to 24 years,27.0
6075,61336,20 to 24 years,24.0
6076,61337,20 to 24 years,25.0
6077,61338,20 to 24 years,14.0
6078,61340,20 to 24 years,14.0
6079,61341,20 to 24 years,258.0
6080,61342,20 to 24 years,644.0
6081,61344,20 to 24 years,17.0
6082,61345,20 to 24 years,18.0
6083,61346,20 to 24 years,4.0
6084,61348,20 to 24 years,137.0
6085,61349,20 to 24 years,48.0
6086,61350,20 to 24 years,1302.0
6087,61353,20 to 24 years,86.0
6088,61354,20 to 24 years,496.0
6089,61356,20 to 24 years,564.0
6090,61358,20 to 24 years,6.0
6091,61359,20 to 24 years,25.0
6092,61360,20 to 24 years,232.0
6093,61361,20 to 24 years,50.0
6094,61362,20 to 24 years,380.0
6095,61363,20 to 24 years,7.0
6096,61364,20 to 24 years,1232.0
6097,61367,20 to 24 years,17.0
6098,61368,20 to 24 years,110.0
6099,61369,20 to 24 years,115.0
6100,61370,20 to 24 years,81.0
6101,61372,20 to 24 years,8.0
6102,61373,20 to 24 years,42.0
6103,61374,20 to 24 years,0.0
6104,61375,20 to 24 years,32.0
6105,61376,20 to 24 years,93.0
6106,61377,20 to 24 years,135.0
6107,61378,20 to 24 years,4.0
6108,61379,20 to 24 years,76.0
6109,61401,20 to 24 years,2789.0
6110,61410,20 to 24 years,227.0
6111,61411,20 to 24 years,12.0
6112,61412,20 to 24 years,42.0
6113,61413,20 to 24 years,16.0
6114,61414,20 to 24 years,84.0
6115,61415,20 to 24 years,102.0
6116,61416,20 to 24 years,12.0
6117,61417,20 to 24 years,39.0
6118,61418,20 to 24 years,39.0
6119,61419,20 to 24 years,0.0
6120,61420,20 to 24 years,45.0
6121,61421,20 to 24 years,66.0
6122,61422,20 to 24 years,239.0
6123,61423,20 to 24 years,98.0
6124,61424,20 to 24 years,16.0
6125,61425,20 to 24 years,1.0
6126,61426,20 to 24 years,21.0
6127,61427,20 to 24 years,206.0
6128,61428,20 to 24 years,51.0
6129,61430,20 to 24 years,10.0
6130,61431,20 to 24 years,6.0
6131,61432,20 to 24 years,35.0
6132,61433,20 to 24 years,37.0
6133,61434,20 to 24 years,113.0
6134,61435,20 to 24 years,0.0
6135,61436,20 to 24 years,34.0
6136,61437,20 to 24 years,22.0
6137,61438,20 to 24 years,44.0
6138,61439,20 to 24 years,14.0
6139,61440,20 to 24 years,33.0
6140,61441,20 to 24 years,68.0
6141,61442,20 to 24 years,26.0
6142,61443,20 to 24 years,808.0
6143,61447,20 to 24 years,38.0
6144,61448,20 to 24 years,121.0
6145,61449,20 to 24 years,5.0
6146,61450,20 to 24 years,87.0
6147,61451,20 to 24 years,11.0
6148,61452,20 to 24 years,0.0
6149,61453,20 to 24 years,28.0
6150,61454,20 to 24 years,29.0
6151,61455,20 to 24 years,3784.0
6152,61458,20 to 24 years,15.0
6153,61459,20 to 24 years,28.0
6154,61460,20 to 24 years,2.0
6155,61462,20 to 24 years,1067.0
6156,61465,20 to 24 years,52.0
6157,61466,20 to 24 years,8.0
6158,61467,20 to 24 years,91.0
6159,61468,20 to 24 years,13.0
6160,61469,20 to 24 years,149.0
6161,61470,20 to 24 years,57.0
6162,61471,20 to 24 years,0.0
6163,61472,20 to 24 years,19.0
6164,61473,20 to 24 years,43.0
6165,61474,20 to 24 years,24.0
6166,61475,20 to 24 years,2.0
6167,61476,20 to 24 years,25.0
6168,61477,20 to 24 years,9.0
6169,61478,20 to 24 years,0.0
6170,61479,20 to 24 years,21.0
6171,61480,20 to 24 years,95.0
6172,61482,20 to 24 years,38.0
6173,61483,20 to 24 years,91.0
6174,61484,20 to 24 years,29.0
6175,61485,20 to 24 years,14.0
6176,61486,20 to 24 years,75.0
6177,61488,20 to 24 years,78.0
6178,61489,20 to 24 years,46.0
6179,61490,20 to 24 years,57.0
6180,61491,20 to 24 years,113.0
6181,61501,20 to 24 years,137.0
6182,61516,20 to 24 years,45.0
6183,61517,20 to 24 years,69.0
6184,61519,20 to 24 years,21.0
6185,61520,20 to 24 years,933.0
6186,61523,20 to 24 years,532.0
6187,61524,20 to 24 years,15.0
6188,61525,20 to 24 years,290.0
6189,61526,20 to 24 years,30.0
6190,61528,20 to 24 years,99.0
6191,61529,20 to 24 years,126.0
6192,61530,20 to 24 years,673.0
6193,61531,20 to 24 years,178.0
6194,61532,20 to 24 years,14.0
6195,61533,20 to 24 years,60.0
6196,61534,20 to 24 years,78.0
6197,61535,20 to 24 years,66.0
6198,61536,20 to 24 years,111.0
6199,61537,20 to 24 years,112.0
6200,61539,20 to 24 years,15.0
6201,61540,20 to 24 years,141.0
6202,61541,20 to 24 years,12.0
6203,61542,20 to 24 years,77.0
6204,61543,20 to 24 years,0.0
6205,61544,20 to 24 years,16.0
6206,61545,20 to 24 years,10.0
6207,61546,20 to 24 years,148.0
6208,61547,20 to 24 years,164.0
6209,61548,20 to 24 years,522.0
6210,61550,20 to 24 years,586.0
6211,61552,20 to 24 years,0.0
6212,61553,20 to 24 years,0.0
6213,61554,20 to 24 years,2152.0
6214,61559,20 to 24 years,107.0
6215,61560,20 to 24 years,19.0
6216,61561,20 to 24 years,105.0
6217,61562,20 to 24 years,0.0
6218,61563,20 to 24 years,25.0
6219,61564,20 to 24 years,82.0
6220,61565,20 to 24 years,27.0
6221,61567,20 to 24 years,6.0
6222,61568,20 to 24 years,290.0
6223,61569,20 to 24 years,0.0
6224,61570,20 to 24 years,125.0
6225,61571,20 to 24 years,1066.0
6226,61572,20 to 24 years,89.0
6227,61602,20 to 24 years,19.0
6228,61603,20 to 24 years,1313.0
6229,61604,20 to 24 years,1754.0
6230,61605,20 to 24 years,864.0
6231,61606,20 to 24 years,2604.0
6232,61607,20 to 24 years,423.0
6233,61610,20 to 24 years,620.0
6234,61611,20 to 24 years,1321.0
6235,61614,20 to 24 years,1525.0
6236,61615,20 to 24 years,894.0
6237,61616,20 to 24 years,238.0
6238,61625,20 to 24 years,201.0
6239,61701,20 to 24 years,4036.0
6240,61704,20 to 24 years,2372.0
6241,61705,20 to 24 years,510.0
6242,61720,20 to 24 years,0.0
6243,61721,20 to 24 years,24.0
6244,61722,20 to 24 years,29.0
6245,61723,20 to 24 years,234.0
6246,61724,20 to 24 years,11.0
6247,61725,20 to 24 years,85.0
6248,61726,20 to 24 years,245.0
6249,61727,20 to 24 years,603.0
6250,61728,20 to 24 years,75.0
6251,61729,20 to 24 years,72.0
6252,61730,20 to 24 years,7.0
6253,61731,20 to 24 years,0.0
6254,61732,20 to 24 years,53.0
6255,61733,20 to 24 years,45.0
6256,61734,20 to 24 years,179.0
6257,61735,20 to 24 years,0.0
6258,61736,20 to 24 years,63.0
6259,61737,20 to 24 years,58.0
6260,61738,20 to 24 years,277.0
6261,61739,20 to 24 years,387.0
6262,61740,20 to 24 years,88.0
6263,61741,20 to 24 years,84.0
6264,61742,20 to 24 years,77.0
6265,61743,20 to 24 years,0.0
6266,61744,20 to 24 years,93.0
6267,61745,20 to 24 years,202.0
6268,61747,20 to 24 years,46.0
6269,61748,20 to 24 years,83.0
6270,61749,20 to 24 years,15.0
6271,61750,20 to 24 years,9.0
6272,61751,20 to 24 years,6.0
6273,61752,20 to 24 years,293.0
6274,61753,20 to 24 years,213.0
6275,61754,20 to 24 years,86.0
6276,61755,20 to 24 years,238.0
6277,61756,20 to 24 years,150.0
6278,61759,20 to 24 years,128.0
6279,61760,20 to 24 years,145.0
6280,61761,20 to 24 years,12817.0
6281,61764,20 to 24 years,593.0
6282,61769,20 to 24 years,45.0
6283,61770,20 to 24 years,62.0
6284,61771,20 to 24 years,6.0
6285,61772,20 to 24 years,12.0
6286,61773,20 to 24 years,25.0
6287,61774,20 to 24 years,56.0
6288,61775,20 to 24 years,18.0
6289,61776,20 to 24 years,52.0
6290,61777,20 to 24 years,22.0
6291,61778,20 to 24 years,28.0
6292,61801,20 to 24 years,9098.0
6293,61802,20 to 24 years,1761.0
6294,61810,20 to 24 years,8.0
6295,61811,20 to 24 years,20.0
6296,61812,20 to 24 years,14.0
6297,61813,20 to 24 years,76.0
6298,61814,20 to 24 years,39.0
6299,61815,20 to 24 years,16.0
6300,61816,20 to 24 years,24.0
6301,61817,20 to 24 years,152.0
6302,61818,20 to 24 years,115.0
6303,61820,20 to 24 years,13260.0
6304,61821,20 to 24 years,3381.0
6305,61822,20 to 24 years,1577.0
6306,61830,20 to 24 years,9.0
6307,61831,20 to 24 years,1.0
6308,61832,20 to 24 years,1998.0
6309,61833,20 to 24 years,171.0
6310,61834,20 to 24 years,556.0
6311,61839,20 to 24 years,57.0
6312,61840,20 to 24 years,0.0
6313,61841,20 to 24 years,78.0
6314,61842,20 to 24 years,53.0
6315,61843,20 to 24 years,152.0
6316,61844,20 to 24 years,13.0
6317,61845,20 to 24 years,0.0
6318,61846,20 to 24 years,330.0
6319,61847,20 to 24 years,47.0
6320,61848,20 to 24 years,1.0
6321,61849,20 to 24 years,134.0
6322,61850,20 to 24 years,38.0
6323,61851,20 to 24 years,14.0
6324,61852,20 to 24 years,3.0
6325,61853,20 to 24 years,773.0
6326,61854,20 to 24 years,29.0
6327,61855,20 to 24 years,0.0
6328,61856,20 to 24 years,392.0
6329,61857,20 to 24 years,6.0
6330,61858,20 to 24 years,149.0
6331,61859,20 to 24 years,71.0
6332,61862,20 to 24 years,17.0
6333,61863,20 to 24 years,19.0
6334,61864,20 to 24 years,126.0
6335,61865,20 to 24 years,65.0
6336,61866,20 to 24 years,854.0
6337,61870,20 to 24 years,59.0
6338,61871,20 to 24 years,29.0
6339,61872,20 to 24 years,9.0
6340,61873,20 to 24 years,195.0
6341,61874,20 to 24 years,1010.0
6342,61875,20 to 24 years,12.0
6343,61876,20 to 24 years,31.0
6344,61877,20 to 24 years,108.0
6345,61878,20 to 24 years,95.0
6346,61880,20 to 24 years,323.0
6347,61882,20 to 24 years,8.0
