,Zipcode,Age group,Estimate
14582,61759,65 to 74 years,142.0
14583,61760,65 to 74 years,196.0
14584,61761,65 to 74 years,3040.0
14585,61764,65 to 74 years,1332.0
14586,61769,65 to 74 years,31.0
14587,61770,65 to 74 years,105.0
14588,61771,65 to 74 years,51.0
14589,61772,65 to 74 years,37.0
14590,61773,65 to 74 years,35.0
14591,61774,65 to 74 years,21.0
14592,61775,65 to 74 years,21.0
14593,61776,65 to 74 years,106.0
14594,61777,65 to 74 years,120.0
14595,61778,65 to 74 years,101.0
14596,61801,65 to 74 years,1607.0
14597,61802,65 to 74 years,2345.0
14598,61810,65 to 74 years,36.0
14599,61811,65 to 74 years,115.0
14600,61812,65 to 74 years,39.0
14601,61813,65 to 74 years,169.0
14602,61814,65 to 74 years,91.0
14603,61815,65 to 74 years,30.0
14604,61816,65 to 74 years,80.0
14605,61817,65 to 74 years,203.0
14606,61818,65 to 74 years,125.0
14607,61820,65 to 74 years,1183.0
14608,61821,65 to 74 years,2536.0
14609,61822,65 to 74 years,2381.0
14610,61830,65 to 74 years,45.0
14611,61831,65 to 74 years,39.0
14612,61832,65 to 74 years,3339.0
14613,61833,65 to 74 years,238.0
14614,61834,65 to 74 years,1016.0
14615,61839,65 to 74 years,55.0
14616,61840,65 to 74 years,86.0
14617,61841,65 to 74 years,206.0
14618,61842,65 to 74 years,333.0
14619,61843,65 to 74 years,162.0
14620,61844,65 to 74 years,153.0
14621,61845,65 to 74 years,59.0
14622,61846,65 to 74 years,712.0
14623,61847,65 to 74 years,116.0
14624,61848,65 to 74 years,21.0
14625,61849,65 to 74 years,188.0
14626,61850,65 to 74 years,65.0
14627,61851,65 to 74 years,30.0
14628,61852,65 to 74 years,6.0
14629,61853,65 to 74 years,1042.0
14630,61854,65 to 74 years,142.0
14631,61855,65 to 74 years,0.0
14632,61856,65 to 74 years,968.0
14633,61857,65 to 74 years,16.0
14634,61858,65 to 74 years,337.0
14635,61859,65 to 74 years,137.0
14636,61862,65 to 74 years,129.0
14637,61863,65 to 74 years,102.0
14638,61864,65 to 74 years,137.0
14639,61865,65 to 74 years,132.0
14640,61866,65 to 74 years,1019.0
14641,61870,65 to 74 years,96.0
14642,61871,65 to 74 years,35.0
14643,61872,65 to 74 years,138.0
14644,61873,65 to 74 years,505.0
14645,61874,65 to 74 years,1083.0
14646,61875,65 to 74 years,133.0
14647,61876,65 to 74 years,77.0
14648,61877,65 to 74 years,112.0
14649,61878,65 to 74 years,174.0
14650,61880,65 to 74 years,178.0
14651,61882,65 to 74 years,108.0
14652,61883,65 to 74 years,445.0
14653,61884,65 to 74 years,53.0
14654,61910,65 to 74 years,395.0
14655,61911,65 to 74 years,427.0
14656,61912,65 to 74 years,180.0
14657,61913,65 to 74 years,165.0
14658,61914,65 to 74 years,241.0
14659,61917,65 to 74 years,95.0
14660,61919,65 to 74 years,110.0
14661,61920,65 to 74 years,1611.0
14662,61924,65 to 74 years,193.0
14663,61925,65 to 74 years,59.0
14664,61928,65 to 74 years,108.0
14665,61929,65 to 74 years,80.0
14666,61930,65 to 74 years,72.0
14667,61931,65 to 74 years,162.0
14668,61932,65 to 74 years,79.0
14669,61933,65 to 74 years,100.0
14670,61936,65 to 74 years,41.0
14671,61937,65 to 74 years,186.0
14672,61938,65 to 74 years,2417.0
14673,61940,65 to 74 years,59.0
14674,61941,65 to 74 years,12.0
14675,61942,65 to 74 years,162.0
14676,61943,65 to 74 years,216.0
14677,61944,65 to 74 years,1516.0
14678,61949,65 to 74 years,17.0
14679,61951,65 to 74 years,860.0
14680,61953,65 to 74 years,346.0
14681,61955,65 to 74 years,13.0
14682,61956,65 to 74 years,488.0
14683,61957,65 to 74 years,172.0
14684,62001,65 to 74 years,174.0
14685,62002,65 to 74 years,3365.0
14686,62006,65 to 74 years,72.0
14687,62009,65 to 74 years,196.0
14688,62010,65 to 74 years,924.0
14689,62011,65 to 74 years,67.0
14690,62012,65 to 74 years,773.0
14691,62013,65 to 74 years,61.0
14692,62014,65 to 74 years,364.0
14693,62015,65 to 74 years,85.0
14694,62016,65 to 74 years,431.0
14695,62017,65 to 74 years,109.0
14696,62018,65 to 74 years,214.0
14697,62019,65 to 74 years,72.0
14698,62021,65 to 74 years,69.0
14699,62022,65 to 74 years,144.0
14700,62023,65 to 74 years,8.0
14701,62024,65 to 74 years,1226.0
14702,62025,65 to 74 years,2751.0
14703,62027,65 to 74 years,84.0
14704,62028,65 to 74 years,264.0
14705,62030,65 to 74 years,39.0
14706,62031,65 to 74 years,127.0
14707,62032,65 to 74 years,89.0
14708,62033,65 to 74 years,466.0
14709,62034,65 to 74 years,1112.0
14710,62035,65 to 74 years,2188.0
14711,62036,65 to 74 years,158.0
14712,62037,65 to 74 years,223.0
14713,62040,65 to 74 years,4277.0
14714,62044,65 to 74 years,189.0
14715,62045,65 to 74 years,66.0
14716,62046,65 to 74 years,45.0
14717,62047,65 to 74 years,166.0
14718,62048,65 to 74 years,146.0
14719,62049,65 to 74 years,780.0
14720,62050,65 to 74 years,29.0
14721,62051,65 to 74 years,75.0
14722,62052,65 to 74 years,1046.0
14723,62053,65 to 74 years,54.0
14724,62054,65 to 74 years,47.0
14725,62056,65 to 74 years,969.0
14726,62058,65 to 74 years,81.0
14727,62059,65 to 74 years,45.0
14728,62060,65 to 74 years,453.0
14729,62061,65 to 74 years,253.0
14730,62062,65 to 74 years,1067.0
14731,62063,65 to 74 years,138.0
14732,62065,65 to 74 years,0.0
14733,62067,65 to 74 years,248.0
14734,62069,65 to 74 years,402.0
14735,62070,65 to 74 years,0.0
14736,62074,65 to 74 years,146.0
14737,62075,65 to 74 years,343.0
14738,62076,65 to 74 years,33.0
14739,62077,65 to 74 years,34.0
14740,62078,65 to 74 years,5.0
14741,62079,65 to 74 years,0.0
14742,62080,65 to 74 years,201.0
14743,62081,65 to 74 years,48.0
14744,62082,65 to 74 years,323.0
14745,62083,65 to 74 years,0.0
14746,62084,65 to 74 years,178.0
14747,62085,65 to 74 years,17.0
14748,62086,65 to 74 years,162.0
14749,62087,65 to 74 years,144.0
14750,62088,65 to 74 years,660.0
14751,62089,65 to 74 years,60.0
14752,62090,65 to 74 years,147.0
14753,62091,65 to 74 years,45.0
14754,62092,65 to 74 years,247.0
14755,62093,65 to 74 years,35.0
14756,62094,65 to 74 years,100.0
14757,62095,65 to 74 years,841.0
14758,62097,65 to 74 years,331.0
14759,62098,65 to 74 years,0.0
14760,62201,65 to 74 years,421.0
14761,62203,65 to 74 years,1292.0
14762,62204,65 to 74 years,731.0
14763,62205,65 to 74 years,938.0
14764,62206,65 to 74 years,1019.0
14765,62207,65 to 74 years,802.0
14766,62208,65 to 74 years,1620.0
14767,62214,65 to 74 years,126.0
14768,62215,65 to 74 years,223.0
14769,62216,65 to 74 years,212.0
14770,62217,65 to 74 years,142.0
14771,62218,65 to 74 years,177.0
14772,62219,65 to 74 years,132.0
14773,62220,65 to 74 years,1572.0
14774,62221,65 to 74 years,2686.0
14775,62223,65 to 74 years,1590.0
14776,62225,65 to 74 years,40.0
14777,62226,65 to 74 years,2550.0
14778,62230,65 to 74 years,642.0
14779,62231,65 to 74 years,767.0
14780,62232,65 to 74 years,519.0
14781,62233,65 to 74 years,722.0
14782,62234,65 to 74 years,2975.0
14783,62236,65 to 74 years,1062.0
14784,62237,65 to 74 years,414.0
14785,62238,65 to 74 years,67.0
14786,62239,65 to 74 years,418.0
14787,62240,65 to 74 years,149.0
14788,62241,65 to 74 years,128.0
14789,62242,65 to 74 years,194.0
14790,62243,65 to 74 years,609.0
14791,62244,65 to 74 years,160.0
14792,62245,65 to 74 years,167.0
14793,62246,65 to 74 years,870.0
14794,62248,65 to 74 years,15.0
14795,62249,65 to 74 years,1514.0
14796,62250,65 to 74 years,34.0
14797,62253,65 to 74 years,74.0
14798,62254,65 to 74 years,638.0
14799,62255,65 to 74 years,68.0
14800,62257,65 to 74 years,370.0
14801,62258,65 to 74 years,815.0
14802,62260,65 to 74 years,591.0
14803,62261,65 to 74 years,27.0
14804,62262,65 to 74 years,298.0
14805,62263,65 to 74 years,557.0
14806,62264,65 to 74 years,232.0
14807,62265,65 to 74 years,443.0
14808,62266,65 to 74 years,0.0
14809,62268,65 to 74 years,81.0
14810,62269,65 to 74 years,3181.0
14811,62271,65 to 74 years,223.0
14812,62272,65 to 74 years,129.0
14813,62273,65 to 74 years,58.0
14814,62274,65 to 74 years,921.0
14815,62275,65 to 74 years,298.0
14816,62277,65 to 74 years,122.0
14817,62278,65 to 74 years,836.0
14818,62279,65 to 74 years,0.0
14819,62280,65 to 74 years,16.0
14820,62281,65 to 74 years,145.0
14821,62282,65 to 74 years,81.0
14822,62284,65 to 74 years,56.0
14823,62285,65 to 74 years,419.0
14824,62286,65 to 74 years,681.0
14825,62288,65 to 74 years,375.0
14826,62289,65 to 74 years,18.0
14827,62292,65 to 74 years,63.0
14828,62293,65 to 74 years,407.0
14829,62294,65 to 74 years,1080.0
14830,62295,65 to 74 years,164.0
14831,62297,65 to 74 years,78.0
14832,62298,65 to 74 years,1851.0
14833,62301,65 to 74 years,3406.0
14834,62305,65 to 74 years,2032.0
14835,62311,65 to 74 years,53.0
14836,62312,65 to 74 years,261.0
14837,62313,65 to 74 years,83.0
14838,62314,65 to 74 years,82.0
14839,62316,65 to 74 years,48.0
14840,62319,65 to 74 years,59.0
14841,62320,65 to 74 years,172.0
14842,62321,65 to 74 years,433.0
14843,62323,65 to 74 years,28.0
14844,62324,65 to 74 years,203.0
14845,62325,65 to 74 years,41.0
14846,62326,65 to 74 years,257.0
14847,62330,65 to 74 years,230.0
14848,62334,65 to 74 years,13.0
14849,62336,65 to 74 years,3.0
14850,62338,65 to 74 years,74.0
14851,62339,65 to 74 years,73.0
14852,62340,65 to 74 years,189.0
14853,62341,65 to 74 years,382.0
14854,62343,65 to 74 years,79.0
14855,62344,65 to 74 years,12.0
14856,62345,65 to 74 years,49.0
14857,62346,65 to 74 years,24.0
14858,62347,65 to 74 years,164.0
14859,62348,65 to 74 years,14.0
14860,62349,65 to 74 years,150.0
14861,62351,65 to 74 years,232.0
14862,62352,65 to 74 years,37.0
14863,62353,65 to 74 years,300.0
14864,62354,65 to 74 years,236.0
14865,62355,65 to 74 years,105.0
14866,62356,65 to 74 years,28.0
14867,62357,65 to 74 years,27.0
14868,62358,65 to 74 years,80.0
14869,62359,65 to 74 years,24.0
14870,62360,65 to 74 years,112.0
14871,62361,65 to 74 years,79.0
14872,62362,65 to 74 years,44.0
14873,62363,65 to 74 years,582.0
14874,62365,65 to 74 years,65.0
14875,62366,65 to 74 years,180.0
14876,62367,65 to 74 years,166.0
14877,62370,65 to 74 years,41.0
14878,62373,65 to 74 years,44.0
14879,62374,65 to 74 years,38.0
14880,62375,65 to 74 years,106.0
14881,62376,65 to 74 years,116.0
14882,62378,65 to 74 years,122.0
14883,62379,65 to 74 years,283.0
14884,62380,65 to 74 years,28.0
14885,62401,65 to 74 years,1822.0
14886,62410,65 to 74 years,103.0
14887,62411,65 to 74 years,550.0
14888,62413,65 to 74 years,32.0
14889,62414,65 to 74 years,144.0
14890,62417,65 to 74 years,182.0
14891,62418,65 to 74 years,159.0
14892,62419,65 to 74 years,34.0
14893,62420,65 to 74 years,406.0
14894,62421,65 to 74 years,64.0
14895,62422,65 to 74 years,115.0
14896,62423,65 to 74 years,94.0
14897,62424,65 to 74 years,164.0
14898,62425,65 to 74 years,23.0
14899,62426,65 to 74 years,166.0
14900,62427,65 to 74 years,178.0
14901,62428,65 to 74 years,245.0
14902,62431,65 to 74 years,119.0
14903,62432,65 to 74 years,37.0
14904,62433,65 to 74 years,103.0
14905,62434,65 to 74 years,30.0
14906,62436,65 to 74 years,115.0
14907,62438,65 to 74 years,20.0
14908,62439,65 to 74 years,802.0
14909,62440,65 to 74 years,177.0
14910,62441,65 to 74 years,852.0
14911,62442,65 to 74 years,270.0
14912,62443,65 to 74 years,122.0
14913,62444,65 to 74 years,111.0
14914,62445,65 to 74 years,63.0
14915,62446,65 to 74 years,35.0
14916,62447,65 to 74 years,468.0
14917,62448,65 to 74 years,672.0
14918,62449,65 to 74 years,443.0
14919,62450,65 to 74 years,1300.0
14920,62451,65 to 74 years,305.0
14921,62452,65 to 74 years,37.0
14922,62454,65 to 74 years,980.0
14923,62458,65 to 74 years,259.0
14924,62459,65 to 74 years,11.0
14925,62460,65 to 74 years,73.0
14926,62461,65 to 74 years,73.0
14927,62462,65 to 74 years,120.0
14928,62463,65 to 74 years,144.0
14929,62465,65 to 74 years,95.0
14930,62466,65 to 74 years,477.0
14931,62467,65 to 74 years,287.0
14932,62468,65 to 74 years,233.0
14933,62469,65 to 74 years,54.0
14934,62471,65 to 74 years,943.0
14935,62473,65 to 74 years,164.0
14936,62474,65 to 74 years,142.0
14937,62475,65 to 74 years,28.0
14938,62476,65 to 74 years,158.0
14939,62477,65 to 74 years,65.0
14940,62478,65 to 74 years,23.0
14941,62479,65 to 74 years,63.0
14942,62480,65 to 74 years,72.0
14943,62481,65 to 74 years,32.0
14944,62501,65 to 74 years,313.0
14945,62510,65 to 74 years,274.0
14946,62512,65 to 74 years,34.0
14947,62513,65 to 74 years,159.0
14948,62514,65 to 74 years,35.0
14949,62515,65 to 74 years,153.0
14950,62517,65 to 74 years,16.0
14951,62518,65 to 74 years,23.0
14952,62519,65 to 74 years,14.0
14953,62520,65 to 74 years,234.0
14954,62521,65 to 74 years,4048.0
14955,62522,65 to 74 years,1478.0
14956,62523,65 to 74 years,66.0
14957,62526,65 to 74 years,3609.0
14958,62530,65 to 74 years,162.0
14959,62531,65 to 74 years,176.0
14960,62532,65 to 74 years,10.0
14961,62533,65 to 74 years,104.0
14962,62534,65 to 74 years,177.0
14963,62535,65 to 74 years,321.0
14964,62536,65 to 74 years,118.0
14965,62537,65 to 74 years,4.0
14966,62538,65 to 74 years,59.0
14967,62539,65 to 74 years,197.0
14968,62540,65 to 74 years,129.0
14969,62541,65 to 74 years,0.0
14970,62543,65 to 74 years,45.0
14971,62544,65 to 74 years,247.0
14972,62545,65 to 74 years,157.0
14973,62546,65 to 74 years,159.0
14974,62547,65 to 74 years,35.0
14975,62548,65 to 74 years,162.0
14976,62549,65 to 74 years,574.0
14977,62550,65 to 74 years,262.0
14978,62551,65 to 74 years,105.0
14979,62553,65 to 74 years,49.0
14980,62554,65 to 74 years,156.0
14981,62555,65 to 74 years,34.0
14982,62556,65 to 74 years,57.0
14983,62557,65 to 74 years,897.0
14984,62558,65 to 74 years,352.0
14985,62560,65 to 74 years,113.0
14986,62561,65 to 74 years,449.0
14987,62563,65 to 74 years,773.0
14988,62565,65 to 74 years,988.0
14989,62567,65 to 74 years,111.0
14990,62568,65 to 74 years,1493.0
14991,62570,65 to 74 years,35.0
14992,62571,65 to 74 years,247.0
14993,62572,65 to 74 years,28.0
14994,62573,65 to 74 years,254.0
14995,62601,65 to 74 years,34.0
14996,62610,65 to 74 years,9.0
14997,62611,65 to 74 years,162.0
14998,62612,65 to 74 years,203.0
14999,62613,65 to 74 years,376.0
15000,62615,65 to 74 years,515.0
15001,62617,65 to 74 years,107.0
15002,62618,65 to 74 years,654.0
15003,62621,65 to 74 years,148.0
15004,62622,65 to 74 years,0.0
15005,62624,65 to 74 years,57.0
15006,62625,65 to 74 years,249.0
15007,62626,65 to 74 years,1040.0
15008,62627,65 to 74 years,61.0
15009,62628,65 to 74 years,127.0
15010,62629,65 to 74 years,819.0
15011,62630,65 to 74 years,90.0
15012,62631,65 to 74 years,51.0
15013,62633,65 to 74 years,37.0
15014,62634,65 to 74 years,106.0
15015,62635,65 to 74 years,39.0
15016,62638,65 to 74 years,115.0
15017,62639,65 to 74 years,49.0
15018,62640,65 to 74 years,499.0
15019,62642,65 to 74 years,94.0
15020,62643,65 to 74 years,31.0
15021,62644,65 to 74 years,586.0
15022,62649,65 to 74 years,37.0
15023,62650,65 to 74 years,2691.0
15024,62655,65 to 74 years,41.0
15025,62656,65 to 74 years,1941.0
15026,62661,65 to 74 years,66.0
15027,62663,65 to 74 years,20.0
15028,62664,65 to 74 years,443.0
15029,62665,65 to 74 years,261.0
15030,62666,65 to 74 years,40.0
15031,62667,65 to 74 years,100.0
15032,62668,65 to 74 years,154.0
15033,62670,65 to 74 years,332.0
15034,62671,65 to 74 years,39.0
15035,62672,65 to 74 years,44.0
15036,62673,65 to 74 years,30.0
15037,62674,65 to 74 years,205.0
15038,62675,65 to 74 years,745.0
15039,62677,65 to 74 years,301.0
15040,62681,65 to 74 years,678.0
15041,62682,65 to 74 years,64.0
15042,62684,65 to 74 years,683.0
15043,62685,65 to 74 years,207.0
15044,62688,65 to 74 years,156.0
15045,62689,65 to 74 years,46.0
15046,62690,65 to 74 years,340.0
15047,62691,65 to 74 years,224.0
15048,62692,65 to 74 years,255.0
15049,62693,65 to 74 years,130.0
15050,62694,65 to 74 years,320.0
15051,62695,65 to 74 years,32.0
15052,62701,65 to 74 years,35.0
15053,62702,65 to 74 years,3772.0
15054,62703,65 to 74 years,2798.0
15055,62704,65 to 74 years,4123.0
15056,62707,65 to 74 years,687.0
15057,62711,65 to 74 years,2226.0
15058,62712,65 to 74 years,1199.0
15059,62801,65 to 74 years,1973.0
15060,62803,65 to 74 years,117.0
15061,62806,65 to 74 years,403.0
15062,62807,65 to 74 years,89.0
15063,62808,65 to 74 years,182.0
15064,62809,65 to 74 years,13.0
15065,62810,65 to 74 years,112.0
15066,62811,65 to 74 years,30.0
15067,62812,65 to 74 years,1341.0
15068,62814,65 to 74 years,166.0
15069,62815,65 to 74 years,25.0
15070,62816,65 to 74 years,165.0
15071,62817,65 to 74 years,39.0
15072,62818,65 to 74 years,35.0
15073,62819,65 to 74 years,49.0
15074,62820,65 to 74 years,17.0
15075,62821,65 to 74 years,956.0
15076,62822,65 to 74 years,321.0
15077,62823,65 to 74 years,173.0
15078,62824,65 to 74 years,119.0
15079,62825,65 to 74 years,9.0
15080,62827,65 to 74 years,141.0
15081,62828,65 to 74 years,132.0
15082,62829,65 to 74 years,0.0
15083,62830,65 to 74 years,172.0
15084,62831,65 to 74 years,74.0
15085,62832,65 to 74 years,750.0
15086,62833,65 to 74 years,47.0
15087,62835,65 to 74 years,158.0
15088,62836,65 to 74 years,66.0
15089,62837,65 to 74 years,1076.0
15090,62838,65 to 74 years,267.0
15091,62839,65 to 74 years,664.0
15092,62841,65 to 74 years,17.0
15093,62842,65 to 74 years,118.0
15094,62843,65 to 74 years,6.0
15095,62844,65 to 74 years,216.0
15096,62846,65 to 74 years,211.0
15097,62848,65 to 74 years,59.0
15098,62849,65 to 74 years,247.0
15099,62850,65 to 74 years,30.0
15100,62851,65 to 74 years,25.0
15101,62852,65 to 74 years,18.0
15102,62853,65 to 74 years,100.0
15103,62854,65 to 74 years,295.0
15104,62856,65 to 74 years,50.0
15105,62858,65 to 74 years,378.0
15106,62859,65 to 74 years,711.0
15107,62860,65 to 74 years,93.0
15108,62861,65 to 74 years,15.0
15109,62862,65 to 74 years,59.0
15110,62863,65 to 74 years,1118.0
15111,62864,65 to 74 years,2684.0
15112,62865,65 to 74 years,212.0
15113,62867,65 to 74 years,58.0
15114,62868,65 to 74 years,220.0
15115,62869,65 to 74 years,145.0
15116,62870,65 to 74 years,283.0
15117,62871,65 to 74 years,129.0
15118,62872,65 to 74 years,125.0
15119,62874,65 to 74 years,48.0
15120,62875,65 to 74 years,130.0
15121,62876,65 to 74 years,18.0
15122,62877,65 to 74 years,51.0
15123,62878,65 to 74 years,22.0
15124,62879,65 to 74 years,13.0
15125,62880,65 to 74 years,68.0
15126,62881,65 to 74 years,1117.0
15127,62882,65 to 74 years,257.0
15128,62883,65 to 74 years,93.0
15129,62884,65 to 74 years,241.0
15130,62885,65 to 74 years,39.0
15131,62886,65 to 74 years,69.0
15132,62887,65 to 74 years,3.0
15133,62888,65 to 74 years,245.0
15134,62889,65 to 74 years,72.0
15135,62890,65 to 74 years,305.0
15136,62891,65 to 74 years,126.0
15137,62892,65 to 74 years,40.0
15138,62893,65 to 74 years,128.0
15139,62894,65 to 74 years,128.0
15140,62895,65 to 74 years,222.0
15141,62896,65 to 74 years,1418.0
15142,62897,65 to 74 years,55.0
15143,62898,65 to 74 years,140.0
15144,62899,65 to 74 years,237.0
15145,62901,65 to 74 years,1892.0
15146,62902,65 to 74 years,446.0
15147,62903,65 to 74 years,153.0
15148,62905,65 to 74 years,93.0
15149,62906,65 to 74 years,879.0
15150,62907,65 to 74 years,219.0
15151,62908,65 to 74 years,85.0
15152,62910,65 to 74 years,221.0
15153,62912,65 to 74 years,189.0
15154,62914,65 to 74 years,321.0
15155,62915,65 to 74 years,32.0
15156,62916,65 to 74 years,68.0
15157,62917,65 to 74 years,261.0
15158,62918,65 to 74 years,911.0
15159,62919,65 to 74 years,191.0
15160,62920,65 to 74 years,335.0
15161,62921,65 to 74 years,5.0
15162,62922,65 to 74 years,395.0
15163,62923,65 to 74 years,68.0
15164,62924,65 to 74 years,314.0
15165,62926,65 to 74 years,222.0
15166,62927,65 to 74 years,29.0
15167,62928,65 to 74 years,36.0
15168,62930,65 to 74 years,847.0
15169,62931,65 to 74 years,295.0
15170,62932,65 to 74 years,202.0
15171,62933,65 to 74 years,136.0
15172,62934,65 to 74 years,121.0
15173,62935,65 to 74 years,250.0
15174,62938,65 to 74 years,584.0
15175,62939,65 to 74 years,447.0
15176,62940,65 to 74 years,33.0
15177,62941,65 to 74 years,90.0
15178,62942,65 to 74 years,42.0
15179,62943,65 to 74 years,43.0
15180,62946,65 to 74 years,1150.0
15181,62947,65 to 74 years,68.0
15182,62948,65 to 74 years,1287.0
15183,62949,65 to 74 years,80.0
15184,62950,65 to 74 years,38.0
15185,62951,65 to 74 years,607.0
15186,62952,65 to 74 years,398.0
15187,62953,65 to 74 years,36.0
15188,62954,65 to 74 years,40.0
15189,62956,65 to 74 years,163.0
15190,62957,65 to 74 years,88.0
15191,62958,65 to 74 years,281.0
15192,62959,65 to 74 years,3187.0
15193,62960,65 to 74 years,1165.0
15194,62961,65 to 74 years,0.0
15195,62962,65 to 74 years,0.0
15196,62963,65 to 74 years,63.0
15197,62964,65 to 74 years,217.0
15198,62965,65 to 74 years,0.0
15199,62966,65 to 74 years,1569.0
15200,62967,65 to 74 years,73.0
15201,62969,65 to 74 years,42.0
15202,62970,65 to 74 years,46.0
15203,62972,65 to 74 years,130.0
15204,62974,65 to 74 years,198.0
15205,62975,65 to 74 years,50.0
15206,62976,65 to 74 years,36.0
15207,62977,65 to 74 years,46.0
15208,62979,65 to 74 years,143.0
15209,62982,65 to 74 years,94.0
15210,62983,65 to 74 years,169.0
15211,62984,65 to 74 years,245.0
15212,62985,65 to 74 years,55.0
15213,62987,65 to 74 years,169.0
15214,62988,65 to 74 years,251.0
15215,62990,65 to 74 years,77.0
15216,62992,65 to 74 years,73.0
15217,62994,65 to 74 years,71.0
15218,62995,65 to 74 years,489.0
15219,62996,65 to 74 years,63.0
15220,62997,65 to 74 years,36.0
15221,62998,65 to 74 years,0.0
15222,62999,65 to 74 years,201.0
15223,63673,65 to 74 years,182.0
15224,60002,75 to 84 years,1160.0
15225,60004,75 to 84 years,3087.0
15226,60005,75 to 84 years,1398.0
15227,60007,75 to 84 years,2505.0
15228,60008,75 to 84 years,1020.0
15229,60010,75 to 84 years,2880.0
15230,60012,75 to 84 years,484.0
15231,60013,75 to 84 years,705.0
15232,60014,75 to 84 years,1704.0
15233,60015,75 to 84 years,1381.0
15234,60016,75 to 84 years,3369.0
15235,60018,75 to 84 years,1357.0
15236,60020,75 to 84 years,435.0
15237,60021,75 to 84 years,67.0
15238,60022,75 to 84 years,675.0
15239,60025,75 to 84 years,2280.0
15240,60026,75 to 84 years,966.0
15241,60029,75 to 84 years,25.0
15242,60030,75 to 84 years,1719.0
15243,60031,75 to 84 years,971.0
15244,60033,75 to 84 years,522.0
15245,60034,75 to 84 years,49.0
15246,60035,75 to 84 years,2158.0
15247,60040,75 to 84 years,232.0
15248,60041,75 to 84 years,320.0
15249,60042,75 to 84 years,226.0
15250,60043,75 to 84 years,98.0
15251,60044,75 to 84 years,498.0
15252,60045,75 to 84 years,1413.0
15253,60046,75 to 84 years,1046.0
15254,60047,75 to 84 years,1271.0
15255,60048,75 to 84 years,1503.0
15256,60050,75 to 84 years,1288.0
15257,60051,75 to 84 years,717.0
15258,60053,75 to 84 years,1754.0
15259,60056,75 to 84 years,3140.0
15260,60060,75 to 84 years,1605.0
15261,60061,75 to 84 years,1209.0
15262,60062,75 to 84 years,3755.0
15263,60064,75 to 84 years,539.0
15264,60067,75 to 84 years,2044.0
15265,60068,75 to 84 years,2143.0
15266,60069,75 to 84 years,736.0
15267,60070,75 to 84 years,958.0
15268,60071,75 to 84 years,136.0
15269,60072,75 to 84 years,34.0
15270,60073,75 to 84 years,1419.0
15271,60074,75 to 84 years,1321.0
15272,60076,75 to 84 years,1639.0
15273,60077,75 to 84 years,1434.0
15274,60081,75 to 84 years,219.0
15275,60083,75 to 84 years,541.0
15276,60084,75 to 84 years,543.0
15277,60085,75 to 84 years,1611.0
15278,60087,75 to 84 years,977.0
15279,60088,75 to 84 years,0.0
15280,60089,75 to 84 years,1347.0
15281,60090,75 to 84 years,2385.0
15282,60091,75 to 84 years,1672.0
15283,60093,75 to 84 years,1102.0
15284,60096,75 to 84 years,183.0
15285,60097,75 to 84 years,310.0
15286,60098,75 to 84 years,1395.0
15287,60099,75 to 84 years,958.0
15288,60101,75 to 84 years,1775.0
15289,60102,75 to 84 years,883.0
15290,60103,75 to 84 years,1300.0
15291,60104,75 to 84 years,665.0
15292,60106,75 to 84 years,774.0
15293,60107,75 to 84 years,1997.0
15294,60108,75 to 84 years,1548.0
15295,60109,75 to 84 years,26.0
15296,60110,75 to 84 years,917.0
15297,60111,75 to 84 years,0.0
15298,60112,75 to 84 years,132.0
15299,60113,75 to 84 years,23.0
15300,60115,75 to 84 years,1187.0
15301,60118,75 to 84 years,699.0
15302,60119,75 to 84 years,315.0
15303,60120,75 to 84 years,1248.0
15304,60123,75 to 84 years,1982.0
15305,60124,75 to 84 years,1117.0
15306,60126,75 to 84 years,2301.0
15307,60129,75 to 84 years,7.0
15308,60130,75 to 84 years,509.0
15309,60131,75 to 84 years,559.0
15310,60133,75 to 84 years,1095.0
15311,60134,75 to 84 years,1003.0
15312,60135,75 to 84 years,292.0
15313,60136,75 to 84 years,0.0
15314,60137,75 to 84 years,1857.0
15315,60139,75 to 84 years,878.0
15316,60140,75 to 84 years,453.0
15317,60141,75 to 84 years,29.0
15318,60142,75 to 84 years,4188.0
15319,60143,75 to 84 years,685.0
15320,60144,75 to 84 years,8.0
15321,60145,75 to 84 years,14.0
15322,60146,75 to 84 years,63.0
15323,60148,75 to 84 years,2407.0
15324,60150,75 to 84 years,125.0
15325,60151,75 to 84 years,112.0
15326,60152,75 to 84 years,961.0
15327,60153,75 to 84 years,1133.0
15328,60154,75 to 84 years,1205.0
15329,60155,75 to 84 years,283.0
15330,60156,75 to 84 years,503.0
15331,60157,75 to 84 years,143.0
15332,60160,75 to 84 years,828.0
15333,60162,75 to 84 years,214.0
15334,60163,75 to 84 years,197.0
15335,60164,75 to 84 years,814.0
15336,60165,75 to 84 years,54.0
15337,60169,75 to 84 years,938.0
15338,60171,75 to 84 years,325.0
15339,60172,75 to 84 years,1188.0
15340,60173,75 to 84 years,354.0
15341,60174,75 to 84 years,1364.0
15342,60175,75 to 84 years,937.0
15343,60176,75 to 84 years,518.0
15344,60177,75 to 84 years,713.0
15345,60178,75 to 84 years,1024.0
15346,60180,75 to 84 years,100.0
15347,60181,75 to 84 years,1176.0
15348,60184,75 to 84 years,131.0
15349,60185,75 to 84 years,1039.0
15350,60187,75 to 84 years,1214.0
15351,60188,75 to 84 years,1420.0
